repo,issue,url,days since last activity
docs,188,https://github.com/cucumber/docs/issues/188,2048
docs,233,https://github.com/cucumber/docs/issues/233,1910
aruba,500,https://github.com/cucumber/aruba/issues/500,1826
aruba,525,https://github.com/cucumber/aruba/issues/525,1826
aruba,538,https://github.com/cucumber/aruba/issues/538,1826
aruba,550,https://github.com/cucumber/aruba/issues/550,1826
aruba,564,https://github.com/cucumber/aruba/issues/564,1826
aruba,480,https://github.com/cucumber/aruba/issues/480,1821
godog,159,https://github.com/cucumber/godog/issues/159,1809
aruba,255,https://github.com/cucumber/aruba/issues/255,1781
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1754
godog,173,https://github.com/cucumber/godog/issues/173,1739
godog,182,https://github.com/cucumber/godog/issues/182,1691
godog,185,https://github.com/cucumber/godog/issues/185,1662
godog,187,https://github.com/cucumber/godog/issues/187,1641
docs,230,https://github.com/cucumber/docs/issues/230,1600
common,686,https://github.com/cucumber/common/issues/686,1557
docs,401,https://github.com/cucumber/docs/issues/401,1556
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,1536
docs,391,https://github.com/cucumber/docs/issues/391,1498
common,775,https://github.com/cucumber/common/issues/775,1490
aruba,685,https://github.com/cucumber/aruba/issues/685,1487
aruba,695,https://github.com/cucumber/aruba/issues/695,1485
common,789,https://github.com/cucumber/common/issues/789,1474
docs,424,https://github.com/cucumber/docs/issues/424,1464
aruba,705,https://github.com/cucumber/aruba/issues/705,1419
godog,128,https://github.com/cucumber/godog/issues/128,1416
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1350
godog,58,https://github.com/cucumber/godog/issues/58,1313
godog,94,https://github.com/cucumber/godog/issues/94,1313
godog,154,https://github.com/cucumber/godog/issues/154,1313
godog,194,https://github.com/cucumber/godog/issues/194,1313
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1311
godog,230,https://github.com/cucumber/godog/issues/230,1281
common,773,https://github.com/cucumber/common/issues/773,1262
godog,339,https://github.com/cucumber/godog/issues/339,1243
godog,124,https://github.com/cucumber/godog/issues/124,1233
docs,386,https://github.com/cucumber/docs/issues/386,1208
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1207
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1207
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1207
aruba,740,https://github.com/cucumber/aruba/issues/740,1175
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1166
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1149
docs,214,https://github.com/cucumber/docs/issues/214,1149
docs,276,https://github.com/cucumber/docs/issues/276,1149
docs,288,https://github.com/cucumber/docs/issues/288,1149
docs,297,https://github.com/cucumber/docs/issues/297,1149
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1149
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1149
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1138
aruba,770,https://github.com/cucumber/aruba/issues/770,1120
aruba,518,https://github.com/cucumber/aruba/issues/518,1112
godog,365,https://github.com/cucumber/godog/issues/365,1089
docs,487,https://github.com/cucumber/docs/issues/487,1086
godog,375,https://github.com/cucumber/godog/issues/375,1081
common,1357,https://github.com/cucumber/common/issues/1357,1075
docs,67,https://github.com/cucumber/docs/issues/67,1074
docs,136,https://github.com/cucumber/docs/issues/136,1074
docs,434,https://github.com/cucumber/docs/issues/434,1074
cucumber-jvm,1834,https://github.com/cucumber/cucumber-jvm/issues/1834,1074
godog,95,https://github.com/cucumber/godog/issues/95,1072
common,1290,https://github.com/cucumber/common/issues/1290,1060
common,1425,https://github.com/cucumber/common/issues/1425,1046
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,1013
common,1462,https://github.com/cucumber/common/issues/1462,1012
docs,560,https://github.com/cucumber/docs/issues/560,1006
cucumber-rails,446,https://github.com/cucumber/cucumber-rails/issues/446,1006
cucumber-eclipse,6,https://github.com/cucumber/cucumber-eclipse/issues/6,1004
cucumber-eclipse,7,https://github.com/cucumber/cucumber-eclipse/issues/7,1004
cucumber-eclipse,12,https://github.com/cucumber/cucumber-eclipse/issues/12,1004
cucumber-eclipse,13,https://github.com/cucumber/cucumber-eclipse/issues/13,1004
cucumber-eclipse,14,https://github.com/cucumber/cucumber-eclipse/issues/14,1004
cucumber-eclipse,172,https://github.com/cucumber/cucumber-eclipse/issues/172,1004
cucumber-eclipse,238,https://github.com/cucumber/cucumber-eclipse/issues/238,1004
cucumber-eclipse,283,https://github.com/cucumber/cucumber-eclipse/issues/283,1004
docs,594,https://github.com/cucumber/docs/issues/594,1003
cucumber-js,1664,https://github.com/cucumber/cucumber-js/issues/1664,997
common,1427,https://github.com/cucumber/common/issues/1427,996
common,1523,https://github.com/cucumber/common/issues/1523,996
aruba,600,https://github.com/cucumber/aruba/pull/600,990
aruba,716,https://github.com/cucumber/aruba/pull/716,990
aruba,746,https://github.com/cucumber/aruba/pull/746,990
aruba,806,https://github.com/cucumber/aruba/issues/806,989
build,18,https://github.com/cucumber/build/issues/18,988
cucumber.ml,34,https://github.com/cucumber/cucumber.ml/pull/34,981
cucumber-android,33,https://github.com/cucumber/cucumber-android/pull/33,981
godog,291,https://github.com/cucumber/godog/issues/291,975
