repo,issue,url,days since last activity
aruba,500,https://github.com/cucumber/aruba/issues/500,2321
aruba,525,https://github.com/cucumber/aruba/issues/525,2321
aruba,538,https://github.com/cucumber/aruba/issues/538,2321
aruba,550,https://github.com/cucumber/aruba/issues/550,2321
aruba,564,https://github.com/cucumber/aruba/issues/564,2321
aruba,480,https://github.com/cucumber/aruba/issues/480,2316
godog,159,https://github.com/cucumber/godog/issues/159,2304
aruba,255,https://github.com/cucumber/aruba/issues/255,2276
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,2249
godog,173,https://github.com/cucumber/godog/issues/173,2234
godog,182,https://github.com/cucumber/godog/issues/182,2186
godog,185,https://github.com/cucumber/godog/issues/185,2157
godog,187,https://github.com/cucumber/godog/issues/187,2136
common,686,https://github.com/cucumber/common/issues/686,2052
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,2031
common,775,https://github.com/cucumber/common/issues/775,1985
aruba,685,https://github.com/cucumber/aruba/issues/685,1982
aruba,695,https://github.com/cucumber/aruba/issues/695,1980
common,789,https://github.com/cucumber/common/issues/789,1969
aruba,705,https://github.com/cucumber/aruba/issues/705,1914
godog,128,https://github.com/cucumber/godog/issues/128,1911
godog,58,https://github.com/cucumber/godog/issues/58,1808
godog,94,https://github.com/cucumber/godog/issues/94,1808
godog,154,https://github.com/cucumber/godog/issues/154,1808
godog,194,https://github.com/cucumber/godog/issues/194,1808
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1806
godog,230,https://github.com/cucumber/godog/issues/230,1776
common,773,https://github.com/cucumber/common/issues/773,1757
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1702
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1702
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1702
aruba,740,https://github.com/cucumber/aruba/issues/740,1670
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1661
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1644
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1644
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1644
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1633
aruba,770,https://github.com/cucumber/aruba/issues/770,1615
aruba,518,https://github.com/cucumber/aruba/issues/518,1607
godog,365,https://github.com/cucumber/godog/issues/365,1584
godog,375,https://github.com/cucumber/godog/issues/375,1576
godog,95,https://github.com/cucumber/godog/issues/95,1567
common,1290,https://github.com/cucumber/common/issues/1290,1555
common,1425,https://github.com/cucumber/common/issues/1425,1541
cucumber-json-schema,3,https://github.com/cucumber/cucumber-json-schema/issues/3,1525
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,1508
common,1462,https://github.com/cucumber/common/issues/1462,1507
cucumber-js,1664,https://github.com/cucumber/cucumber-js/issues/1664,1492
common,1427,https://github.com/cucumber/common/issues/1427,1491
common,1523,https://github.com/cucumber/common/issues/1523,1491
aruba,600,https://github.com/cucumber/aruba/pull/600,1485
aruba,716,https://github.com/cucumber/aruba/pull/716,1485
aruba,806,https://github.com/cucumber/aruba/issues/806,1484
cucumber.ml,34,https://github.com/cucumber/cucumber.ml/pull/34,1476
godog,291,https://github.com/cucumber/godog/issues/291,1470
godog,394,https://github.com/cucumber/godog/issues/394,1456
cucumber-eclipse-update-site,4,https://github.com/cucumber/cucumber-eclipse-update-site/issues/4,1453
common,1614,https://github.com/cucumber/common/issues/1614,1450
aruba,254,https://github.com/cucumber/aruba/issues/254,1446
common,714,https://github.com/cucumber/common/issues/714,1437
cucumber-ruby-wire,1,https://github.com/cucumber/cucumber-ruby-wire/issues/1,1417
common,1664,https://github.com/cucumber/common/issues/1664,1417
godog,410,https://github.com/cucumber/godog/issues/410,1409
aruba,391,https://github.com/cucumber/aruba/issues/391,1404
aruba,395,https://github.com/cucumber/aruba/issues/395,1404
aruba,402,https://github.com/cucumber/aruba/issues/402,1404
aruba,420,https://github.com/cucumber/aruba/issues/420,1404
aruba,432,https://github.com/cucumber/aruba/issues/432,1404
aruba,521,https://github.com/cucumber/aruba/issues/521,1404
aruba,545,https://github.com/cucumber/aruba/issues/545,1404
aruba,549,https://github.com/cucumber/aruba/issues/549,1404
aruba,667,https://github.com/cucumber/aruba/issues/667,1404
aruba,694,https://github.com/cucumber/aruba/issues/694,1404
aruba,713,https://github.com/cucumber/aruba/issues/713,1404
godog,267,https://github.com/cucumber/godog/issues/267,1393
common,1685,https://github.com/cucumber/common/issues/1685,1393
godog,395,https://github.com/cucumber/godog/issues/395,1389
common,1306,https://github.com/cucumber/common/issues/1306,1381
godog,389,https://github.com/cucumber/godog/issues/389,1375
action-create-github-release,1,https://github.com/cucumber/action-create-github-release/issues/1,1366
godog,376,https://github.com/cucumber/godog/issues/376,1359
cucumber-jvm-scala,217,https://github.com/cucumber/cucumber-jvm-scala/issues/217,1353
action-create-github-release,3,https://github.com/cucumber/action-create-github-release/issues/3,1353
action-create-github-release,6,https://github.com/cucumber/action-create-github-release/pull/6,1351
action-get-versions,2,https://github.com/cucumber/action-get-versions/issues/2,1350
aruba,678,https://github.com/cucumber/aruba/issues/678,1342
godog,324,https://github.com/cucumber/godog/issues/324,1338
cucumber-expressions,32,https://github.com/cucumber/cucumber-expressions/pull/32,1323
godog,373,https://github.com/cucumber/godog/issues/373,1319
cucumber-json-schema,5,https://github.com/cucumber/cucumber-json-schema/issues/5,1303
cucumber-expressions,41,https://github.com/cucumber/cucumber-expressions/issues/41,1295
cucumber-js-pretty-formatter,8,https://github.com/cucumber/cucumber-js-pretty-formatter/issues/8,1291
godog,446,https://github.com/cucumber/godog/issues/446,1280
cucumber-jvm-scala,255,https://github.com/cucumber/cucumber-jvm-scala/issues/255,1278
cucumber-js,1850,https://github.com/cucumber/cucumber-js/issues/1850,1274
cucumber-android,65,https://github.com/cucumber/cucumber-android/issues/65,1274
ci-environment,52,https://github.com/cucumber/ci-environment/issues/52,1248
ci-environment,53,https://github.com/cucumber/ci-environment/issues/53,1248
ci-environment,54,https://github.com/cucumber/ci-environment/issues/54,1248
ci-environment,55,https://github.com/cucumber/ci-environment/issues/55,1248
ci-environment,56,https://github.com/cucumber/ci-environment/issues/56,1248
ci-environment,57,https://github.com/cucumber/ci-environment/issues/57,1248
aruba,634,https://github.com/cucumber/aruba/pull/634,1237
commitbit,3,https://github.com/cucumber/commitbit/issues/3,1231
action-create-github-release,7,https://github.com/cucumber/action-create-github-release/issues/7,1217
demo-formatter,3,https://github.com/cucumber/demo-formatter/issues/3,1207
cucumber-expressions,75,https://github.com/cucumber/cucumber-expressions/issues/75,1197
godog,455,https://github.com/cucumber/godog/issues/455,1183
cucumber-js,1394,https://github.com/cucumber/cucumber-js/issues/1394,1183
cucumber-js,1797,https://github.com/cucumber/cucumber-js/issues/1797,1183
cucumber-android,96,https://github.com/cucumber/cucumber-android/issues/96,1179
changelog,7,https://github.com/cucumber/changelog/issues/7,1176
action-changelog,1,https://github.com/cucumber/action-changelog/issues/1,1176
common,331,https://github.com/cucumber/common/issues/331,1171
godog,387,https://github.com/cucumber/godog/issues/387,1168
cucumber-eclipse-update-site,5,https://github.com/cucumber/cucumber-eclipse-update-site/issues/5,1162
html-formatter,61,https://github.com/cucumber/html-formatter/issues/61,1161
aruba,573,https://github.com/cucumber/aruba/issues/573,1150
aruba,722,https://github.com/cucumber/aruba/issues/722,1139
changelog,10,https://github.com/cucumber/changelog/issues/10,1128
json-formatter,3,https://github.com/cucumber/json-formatter/issues/3,1122
polyglot-release,33,https://github.com/cucumber/polyglot-release/issues/33,1121
godog,463,https://github.com/cucumber/godog/issues/463,1112
polyglot-release,56,https://github.com/cucumber/polyglot-release/issues/56,1110
polyglot-release,67,https://github.com/cucumber/polyglot-release/issues/67,1110
changelog,11,https://github.com/cucumber/changelog/issues/11,1110
changelog,12,https://github.com/cucumber/changelog/issues/12,1108
json-formatter,8,https://github.com/cucumber/json-formatter/issues/8,1107
json-formatter,7,https://github.com/cucumber/json-formatter/issues/7,1107
cucumber-expressions,125,https://github.com/cucumber/cucumber-expressions/issues/125,1106
cucumber-jvm-scala,294,https://github.com/cucumber/cucumber-jvm-scala/issues/294,1104
cucumber-android,64,https://github.com/cucumber/cucumber-android/issues/64,1097
cucumber-android,100,https://github.com/cucumber/cucumber-android/issues/100,1093
changelog,6,https://github.com/cucumber/changelog/issues/6,1092
godog,481,https://github.com/cucumber/godog/issues/481,1088
html-formatter,124,https://github.com/cucumber/html-formatter/pull/124,1085
polyglot-release,78,https://github.com/cucumber/polyglot-release/issues/78,1084
polyglot-release,79,https://github.com/cucumber/polyglot-release/issues/79,1084
cucumber-js-pretty-formatter,18,https://github.com/cucumber/cucumber-js-pretty-formatter/issues/18,1071
json-formatter,19,https://github.com/cucumber/json-formatter/pull/19,1051
changelog,13,https://github.com/cucumber/changelog/issues/13,1041
changelog,14,https://github.com/cucumber/changelog/issues/14,1041
