repo,issue,url,days since last activity
aruba,500,https://github.com/cucumber/aruba/issues/500,2290
aruba,525,https://github.com/cucumber/aruba/issues/525,2290
aruba,538,https://github.com/cucumber/aruba/issues/538,2290
aruba,550,https://github.com/cucumber/aruba/issues/550,2290
aruba,564,https://github.com/cucumber/aruba/issues/564,2290
aruba,480,https://github.com/cucumber/aruba/issues/480,2285
godog,159,https://github.com/cucumber/godog/issues/159,2273
aruba,255,https://github.com/cucumber/aruba/issues/255,2245
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,2218
godog,173,https://github.com/cucumber/godog/issues/173,2203
godog,182,https://github.com/cucumber/godog/issues/182,2155
godog,185,https://github.com/cucumber/godog/issues/185,2126
godog,187,https://github.com/cucumber/godog/issues/187,2105
common,686,https://github.com/cucumber/common/issues/686,2021
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,2000
common,775,https://github.com/cucumber/common/issues/775,1954
aruba,685,https://github.com/cucumber/aruba/issues/685,1951
aruba,695,https://github.com/cucumber/aruba/issues/695,1949
common,789,https://github.com/cucumber/common/issues/789,1938
aruba,705,https://github.com/cucumber/aruba/issues/705,1883
godog,128,https://github.com/cucumber/godog/issues/128,1880
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1814
godog,58,https://github.com/cucumber/godog/issues/58,1777
godog,94,https://github.com/cucumber/godog/issues/94,1777
godog,154,https://github.com/cucumber/godog/issues/154,1777
godog,194,https://github.com/cucumber/godog/issues/194,1777
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1775
godog,230,https://github.com/cucumber/godog/issues/230,1745
common,773,https://github.com/cucumber/common/issues/773,1726
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1671
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1671
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1671
aruba,740,https://github.com/cucumber/aruba/issues/740,1639
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1630
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1613
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1613
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1613
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1602
aruba,770,https://github.com/cucumber/aruba/issues/770,1584
aruba,518,https://github.com/cucumber/aruba/issues/518,1576
godog,365,https://github.com/cucumber/godog/issues/365,1553
godog,375,https://github.com/cucumber/godog/issues/375,1545
godog,95,https://github.com/cucumber/godog/issues/95,1536
common,1290,https://github.com/cucumber/common/issues/1290,1524
common,1425,https://github.com/cucumber/common/issues/1425,1510
cucumber-json-schema,3,https://github.com/cucumber/cucumber-json-schema/issues/3,1494
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,1477
common,1462,https://github.com/cucumber/common/issues/1462,1476
cucumber-eclipse,6,https://github.com/cucumber/cucumber-eclipse/issues/6,1468
cucumber-eclipse,7,https://github.com/cucumber/cucumber-eclipse/issues/7,1468
cucumber-eclipse,12,https://github.com/cucumber/cucumber-eclipse/issues/12,1468
cucumber-eclipse,13,https://github.com/cucumber/cucumber-eclipse/issues/13,1468
cucumber-eclipse,14,https://github.com/cucumber/cucumber-eclipse/issues/14,1468
cucumber-eclipse,172,https://github.com/cucumber/cucumber-eclipse/issues/172,1468
cucumber-eclipse,238,https://github.com/cucumber/cucumber-eclipse/issues/238,1468
cucumber-eclipse,283,https://github.com/cucumber/cucumber-eclipse/issues/283,1468
cucumber-js,1664,https://github.com/cucumber/cucumber-js/issues/1664,1461
common,1427,https://github.com/cucumber/common/issues/1427,1460
common,1523,https://github.com/cucumber/common/issues/1523,1460
aruba,600,https://github.com/cucumber/aruba/pull/600,1454
aruba,716,https://github.com/cucumber/aruba/pull/716,1454
aruba,806,https://github.com/cucumber/aruba/issues/806,1453
cucumber.ml,34,https://github.com/cucumber/cucumber.ml/pull/34,1445
godog,291,https://github.com/cucumber/godog/issues/291,1439
godog,394,https://github.com/cucumber/godog/issues/394,1425
cucumber-eclipse-update-site,4,https://github.com/cucumber/cucumber-eclipse-update-site/issues/4,1422
common,1614,https://github.com/cucumber/common/issues/1614,1419
aruba,254,https://github.com/cucumber/aruba/issues/254,1415
common,714,https://github.com/cucumber/common/issues/714,1406
cucumber-ruby-wire,1,https://github.com/cucumber/cucumber-ruby-wire/issues/1,1386
common,1664,https://github.com/cucumber/common/issues/1664,1386
godog,410,https://github.com/cucumber/godog/issues/410,1378
aruba,391,https://github.com/cucumber/aruba/issues/391,1373
aruba,395,https://github.com/cucumber/aruba/issues/395,1373
aruba,402,https://github.com/cucumber/aruba/issues/402,1373
aruba,420,https://github.com/cucumber/aruba/issues/420,1373
aruba,432,https://github.com/cucumber/aruba/issues/432,1373
aruba,521,https://github.com/cucumber/aruba/issues/521,1373
aruba,545,https://github.com/cucumber/aruba/issues/545,1373
aruba,549,https://github.com/cucumber/aruba/issues/549,1373
aruba,667,https://github.com/cucumber/aruba/issues/667,1373
aruba,694,https://github.com/cucumber/aruba/issues/694,1373
aruba,713,https://github.com/cucumber/aruba/issues/713,1373
godog,267,https://github.com/cucumber/godog/issues/267,1362
common,1685,https://github.com/cucumber/common/issues/1685,1362
godog,395,https://github.com/cucumber/godog/issues/395,1358
common,1306,https://github.com/cucumber/common/issues/1306,1350
godog,389,https://github.com/cucumber/godog/issues/389,1344
action-create-github-release,1,https://github.com/cucumber/action-create-github-release/issues/1,1335
cucumber-eclipse,324,https://github.com/cucumber/cucumber-eclipse/issues/324,1329
cucumber-eclipse,342,https://github.com/cucumber/cucumber-eclipse/issues/342,1329
cucumber-eclipse,400,https://github.com/cucumber/cucumber-eclipse/issues/400,1329
cucumber-eclipse,402,https://github.com/cucumber/cucumber-eclipse/issues/402,1329
cucumber-eclipse,403,https://github.com/cucumber/cucumber-eclipse/issues/403,1329
cucumber-eclipse,407,https://github.com/cucumber/cucumber-eclipse/issues/407,1329
cucumber-eclipse,411,https://github.com/cucumber/cucumber-eclipse/pull/411,1329
cucumber-eclipse,418,https://github.com/cucumber/cucumber-eclipse/issues/418,1329
cucumber-eclipse,425,https://github.com/cucumber/cucumber-eclipse/issues/425,1329
cucumber-eclipse,436,https://github.com/cucumber/cucumber-eclipse/issues/436,1329
godog,376,https://github.com/cucumber/godog/issues/376,1328
cucumber-eclipse,442,https://github.com/cucumber/cucumber-eclipse/issues/442,1327
cucumber-jvm-scala,217,https://github.com/cucumber/cucumber-jvm-scala/issues/217,1322
action-create-github-release,3,https://github.com/cucumber/action-create-github-release/issues/3,1322
action-create-github-release,6,https://github.com/cucumber/action-create-github-release/pull/6,1320
action-get-versions,2,https://github.com/cucumber/action-get-versions/issues/2,1319
aruba,678,https://github.com/cucumber/aruba/issues/678,1311
godog,324,https://github.com/cucumber/godog/issues/324,1307
cucumber-eclipse,431,https://github.com/cucumber/cucumber-eclipse/issues/431,1298
cucumber-expressions,32,https://github.com/cucumber/cucumber-expressions/pull/32,1292
cucumber-eclipse,443,https://github.com/cucumber/cucumber-eclipse/issues/443,1292
cucumber-eclipse,445,https://github.com/cucumber/cucumber-eclipse/issues/445,1290
godog,373,https://github.com/cucumber/godog/issues/373,1288
cucumber-json-schema,5,https://github.com/cucumber/cucumber-json-schema/issues/5,1272
cucumber-expressions,41,https://github.com/cucumber/cucumber-expressions/issues/41,1264
cucumber-js-pretty-formatter,8,https://github.com/cucumber/cucumber-js-pretty-formatter/issues/8,1260
godog,446,https://github.com/cucumber/godog/issues/446,1249
cucumber-jvm-scala,255,https://github.com/cucumber/cucumber-jvm-scala/issues/255,1247
cucumber-js,1850,https://github.com/cucumber/cucumber-js/issues/1850,1243
cucumber-android,65,https://github.com/cucumber/cucumber-android/issues/65,1243
cucumber-eclipse,449,https://github.com/cucumber/cucumber-eclipse/issues/449,1229
cucumber-expressions,51,https://github.com/cucumber/cucumber-expressions/issues/51,1217
ci-environment,52,https://github.com/cucumber/ci-environment/issues/52,1217
ci-environment,53,https://github.com/cucumber/ci-environment/issues/53,1217
ci-environment,54,https://github.com/cucumber/ci-environment/issues/54,1217
ci-environment,55,https://github.com/cucumber/ci-environment/issues/55,1217
ci-environment,56,https://github.com/cucumber/ci-environment/issues/56,1217
ci-environment,57,https://github.com/cucumber/ci-environment/issues/57,1217
aruba,634,https://github.com/cucumber/aruba/pull/634,1206
