repo,issue,url,days since last activity
cucumber-cpp,190,https://github.com/cucumber/cucumber-cpp/issues/190,1963
docs,188,https://github.com/cucumber/docs/issues/188,1944
cucumber-cpp,177,https://github.com/cucumber/cucumber-cpp/issues/177,1824
docs,233,https://github.com/cucumber/docs/issues/233,1806
cucumber-cpp,212,https://github.com/cucumber/cucumber-cpp/issues/212,1754
aruba,500,https://github.com/cucumber/aruba/issues/500,1722
aruba,525,https://github.com/cucumber/aruba/issues/525,1722
aruba,538,https://github.com/cucumber/aruba/issues/538,1722
aruba,550,https://github.com/cucumber/aruba/issues/550,1722
aruba,564,https://github.com/cucumber/aruba/issues/564,1722
aruba,480,https://github.com/cucumber/aruba/issues/480,1717
godog,159,https://github.com/cucumber/godog/issues/159,1705
aruba,255,https://github.com/cucumber/aruba/issues/255,1677
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1650
godog,173,https://github.com/cucumber/godog/issues/173,1635
cucumber-cpp,222,https://github.com/cucumber/cucumber-cpp/issues/222,1613
cucumber-ruby-wire,19,https://github.com/cucumber/cucumber-ruby-wire/issues/19,1612
godog,182,https://github.com/cucumber/godog/issues/182,1587
godog,185,https://github.com/cucumber/godog/issues/185,1558
godog,187,https://github.com/cucumber/godog/issues/187,1537
docs,230,https://github.com/cucumber/docs/issues/230,1496
common,686,https://github.com/cucumber/common/issues/686,1453
docs,401,https://github.com/cucumber/docs/issues/401,1452
cucumber-cpp,226,https://github.com/cucumber/cucumber-cpp/issues/226,1446
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,1432
docs,391,https://github.com/cucumber/docs/issues/391,1394
common,775,https://github.com/cucumber/common/issues/775,1386
aruba,685,https://github.com/cucumber/aruba/issues/685,1383
aruba,695,https://github.com/cucumber/aruba/issues/695,1381
common,789,https://github.com/cucumber/common/issues/789,1370
docs,424,https://github.com/cucumber/docs/issues/424,1360
aruba,705,https://github.com/cucumber/aruba/issues/705,1315
godog,128,https://github.com/cucumber/godog/issues/128,1312
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1246
godog,58,https://github.com/cucumber/godog/issues/58,1209
godog,94,https://github.com/cucumber/godog/issues/94,1209
godog,154,https://github.com/cucumber/godog/issues/154,1209
godog,194,https://github.com/cucumber/godog/issues/194,1209
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1207
godog,230,https://github.com/cucumber/godog/issues/230,1177
common,773,https://github.com/cucumber/common/issues/773,1158
godog,339,https://github.com/cucumber/godog/issues/339,1139
godog,124,https://github.com/cucumber/godog/issues/124,1129
docs,386,https://github.com/cucumber/docs/issues/386,1104
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1103
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1103
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1103
aruba,740,https://github.com/cucumber/aruba/issues/740,1071
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1062
