repo,issue,url,days since last activity
cucumber-lua,3,https://github.com/cucumber/cucumber-lua/pull/3,1425
cucumber-cpp,190,https://github.com/cucumber/cucumber-cpp/issues/190,1408
docs,188,https://github.com/cucumber/docs/issues/188,1389
cucumber-lua,7,https://github.com/cucumber/cucumber-lua/issues/7,1307
cucumber-cpp,177,https://github.com/cucumber/cucumber-cpp/issues/177,1269
cucumber-lua,13,https://github.com/cucumber/cucumber-lua/pull/13,1260
docs,233,https://github.com/cucumber/docs/issues/233,1251
cucumber-cpp,212,https://github.com/cucumber/cucumber-cpp/issues/212,1199
aruba,500,https://github.com/cucumber/aruba/issues/500,1167
aruba,525,https://github.com/cucumber/aruba/issues/525,1167
aruba,538,https://github.com/cucumber/aruba/issues/538,1167
aruba,550,https://github.com/cucumber/aruba/issues/550,1167
aruba,564,https://github.com/cucumber/aruba/issues/564,1167
aruba,573,https://github.com/cucumber/aruba/issues/573,1167
aruba,480,https://github.com/cucumber/aruba/issues/480,1162
godog,158,https://github.com/cucumber/godog/issues/158,1158
godog,159,https://github.com/cucumber/godog/issues/159,1150
aruba,255,https://github.com/cucumber/aruba/issues/255,1122
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1095
godog,173,https://github.com/cucumber/godog/issues/173,1080
cucumber-cpp,220,https://github.com/cucumber/cucumber-cpp/issues/220,1077
cucumber-cpp,222,https://github.com/cucumber/cucumber-cpp/issues/222,1058
cucumber-ruby-wire,19,https://github.com/cucumber/cucumber-ruby-wire/issues/19,1057
godog,182,https://github.com/cucumber/godog/issues/182,1032
common,620,https://github.com/cucumber/common/issues/620,1016
godog,185,https://github.com/cucumber/godog/issues/185,1003
godog,187,https://github.com/cucumber/godog/issues/187,982
docs,230,https://github.com/cucumber/docs/issues/230,941
docs,79,https://github.com/cucumber/docs/issues/79,913
repo-template,4,https://github.com/cucumber/repo-template/issues/4,899
common,686,https://github.com/cucumber/common/issues/686,898
docs,401,https://github.com/cucumber/docs/issues/401,897
repo-template,5,https://github.com/cucumber/repo-template/issues/5,892
cucumber-cpp,226,https://github.com/cucumber/cucumber-cpp/issues/226,891
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,877
docs,391,https://github.com/cucumber/docs/issues/391,839
common,775,https://github.com/cucumber/common/issues/775,831
common,783,https://github.com/cucumber/common/issues/783,829
aruba,685,https://github.com/cucumber/aruba/issues/685,828
aruba,695,https://github.com/cucumber/aruba/issues/695,826
common,789,https://github.com/cucumber/common/issues/789,815
docs,424,https://github.com/cucumber/docs/issues/424,805
aruba,705,https://github.com/cucumber/aruba/issues/705,760
godog,128,https://github.com/cucumber/godog/issues/128,757
cucumber-android,44,https://github.com/cucumber/cucumber-android/issues/44,736
cucumber-jvm-scala,4,https://github.com/cucumber/cucumber-jvm-scala/issues/4,698
multi_test,21,https://github.com/cucumber/multi_test/issues/21,696
common,999,https://github.com/cucumber/common/issues/999,696
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,691
common,933,https://github.com/cucumber/common/issues/933,682
gherkin-c,10,https://github.com/cucumber/gherkin-c/pull/10,655
gherkin-c,13,https://github.com/cucumber/gherkin-c/pull/13,655
gherkin-c,14,https://github.com/cucumber/gherkin-c/pull/14,655
common,897,https://github.com/cucumber/common/issues/897,655
godog,58,https://github.com/cucumber/godog/issues/58,654
godog,94,https://github.com/cucumber/godog/issues/94,654
godog,154,https://github.com/cucumber/godog/issues/154,654
godog,194,https://github.com/cucumber/godog/issues/194,654
cucumber-parent,8,https://github.com/cucumber/cucumber-parent/pull/8,653
commitbit,6,https://github.com/cucumber/commitbit/issues/6,652
aruba,722,https://github.com/cucumber/aruba/issues/722,630
godog,230,https://github.com/cucumber/godog/issues/230,622
todo-react-typescript-subsecond,2,https://github.com/cucumber/todo-react-typescript-subsecond/pull/2,615
common,773,https://github.com/cucumber/common/issues/773,603
godog,339,https://github.com/cucumber/godog/issues/339,584
godog,341,https://github.com/cucumber/godog/issues/341,581
cucumber-lua,14,https://github.com/cucumber/cucumber-lua/pull/14,578
godog,124,https://github.com/cucumber/godog/issues/124,574
cucumber-lua,8,https://github.com/cucumber/cucumber-lua/pull/8,555
todo-react-typescript-subsecond,4,https://github.com/cucumber/todo-react-typescript-subsecond/pull/4,549
docs,386,https://github.com/cucumber/docs/issues/386,549
cucumber-lua,15,https://github.com/cucumber/cucumber-lua/pull/15,548
commitbit,7,https://github.com/cucumber/commitbit/pull/7,548
commitbit,8,https://github.com/cucumber/commitbit/pull/8,548
commitbit,9,https://github.com/cucumber/commitbit/pull/9,548
aruba,740,https://github.com/cucumber/aruba/issues/740,516
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,507
todo-react-typescript-subsecond,5,https://github.com/cucumber/todo-react-typescript-subsecond/pull/5,490
slack-invite-automation,4,https://github.com/cucumber/slack-invite-automation/pull/4,490
repo-template,6,https://github.com/cucumber/repo-template/pull/6,490
multi_test,22,https://github.com/cucumber/multi_test/pull/22,490
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,490
docs,214,https://github.com/cucumber/docs/issues/214,490
docs,276,https://github.com/cucumber/docs/issues/276,490
docs,288,https://github.com/cucumber/docs/issues/288,490
docs,297,https://github.com/cucumber/docs/issues/297,490
cucumber-tcl-wire,3,https://github.com/cucumber/cucumber-tcl-wire/pull/3,490
cucumber-parent,21,https://github.com/cucumber/cucumber-parent/pull/21,490
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,490
cucumber-lua,16,https://github.com/cucumber/cucumber-lua/pull/16,490
commitbit,10,https://github.com/cucumber/commitbit/pull/10,490
coffee-machine,1,https://github.com/cucumber/coffee-machine/pull/1,490
aruba-getting-started,6,https://github.com/cucumber/aruba-getting-started/pull/6,490
cucumber-jvm,1921,https://github.com/cucumber/cucumber-jvm/issues/1921,484
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,479
common,1122,https://github.com/cucumber/common/issues/1122,479
coffee-machine-javascript,1,https://github.com/cucumber/coffee-machine-javascript/pull/1,479
aruba,770,https://github.com/cucumber/aruba/issues/770,461
aruba,518,https://github.com/cucumber/aruba/issues/518,453
