repo,pr,url,username,date,total
cucumber-ruby,608,https://github.com/cucumber/cucumber-ruby/pull/608,pdswan,2013-11-30,417
cucumber-jvm,640,https://github.com/cucumber/cucumber-jvm/pull/640,volna80,2013-12-02,418
cucumber-jvm,642,https://github.com/cucumber/cucumber-jvm/pull/642,vadimsjagodins,2013-12-06,419
cucumber-js,148,https://github.com/cucumber/cucumber-js/pull/148,pimterry,2013-12-09,420
cucumber-ruby,609,https://github.com/cucumber/cucumber-ruby/pull/609,wuleicanada,2013-12-17,421
cucumber-jvm,650,https://github.com/cucumber/cucumber-jvm/pull/650,shaolang,2013-12-19,422
cucumber-jvm,651,https://github.com/cucumber/cucumber-jvm/pull/651,tmullender,2013-12-21,423
cucumber-ruby,612,https://github.com/cucumber/cucumber-ruby/pull/612,abotalov,2013-12-22,424
cucumber-jvm,653,https://github.com/cucumber/cucumber-jvm/pull/653,ushkinaz,2013-12-26,425
cucumber-rails,276,https://github.com/cucumber/cucumber-rails/pull/276,mattheworiordan,2014-01-07,426
cucumber-js,151,https://github.com/cucumber/cucumber-js/pull/151,jbergknoff,2014-01-10,427
cucumber-jvm,658,https://github.com/cucumber/cucumber-jvm/pull/658,mgurov,2014-01-11,428
aruba,178,https://github.com/cucumber/aruba/pull/178,petergoldstein,2014-01-12,429
cucumber-ruby,617,https://github.com/cucumber/cucumber-ruby/pull/617,arturgspb,2014-01-14,430
cucumber-ruby-core,47,https://github.com/cucumber/cucumber-ruby-core/pull/47,kgrz,2014-01-15,431
cucumber-ruby,625,https://github.com/cucumber/cucumber-ruby/pull/625,DuCalixte,2014-01-20,432
cucumber-eclipse,51,https://github.com/cucumber/cucumber-eclipse/pull/51,cowang,2014-01-24,433
cucumber-jvm,661,https://github.com/cucumber/cucumber-jvm/pull/661,liminzhang,2014-01-25,434
cucumber-jvm,663,https://github.com/cucumber/cucumber-jvm/pull/663,albers,2014-01-29,435
cucumber-js,154,https://github.com/cucumber/cucumber-js/pull/154,gabehayes,2014-02-07,436
cucumber-js,155,https://github.com/cucumber/cucumber-js/pull/155,vantreeseba,2014-02-08,437
cucumber-ruby,632,https://github.com/cucumber/cucumber-ruby/pull/632,snowblink,2014-02-13,438
cucumber-jvm,669,https://github.com/cucumber/cucumber-jvm/pull/669,chriswhelan,2014-02-18,439
cucumber-jvm,670,https://github.com/cucumber/cucumber-jvm/pull/670,poetix,2014-02-20,440
cucumber-js,156,https://github.com/cucumber/cucumber-js/pull/156,ldegen,2014-02-21,441
cucumber-jvm,672,https://github.com/cucumber/cucumber-jvm/pull/672,andryutz10,2014-02-23,442
cucumber-jvm,674,https://github.com/cucumber/cucumber-jvm/pull/674,jhorstmann,2014-02-26,443
cucumber-js,158,https://github.com/cucumber/cucumber-js/pull/158,daverubert,2014-02-27,444
cucumber-ruby,640,https://github.com/cucumber/cucumber-ruby/pull/640,maxlinc,2014-02-27,445
cucumber-jvm,676,https://github.com/cucumber/cucumber-jvm/pull/676,punkisdead,2014-03-02,446
cucumber-jvm,677,https://github.com/cucumber/cucumber-jvm/pull/677,timp21337,2014-03-02,447
cucumber-js,161,https://github.com/cucumber/cucumber-js/pull/161,the-simian,2014-03-05,448
cucumber-ruby,649,https://github.com/cucumber/cucumber-ruby/pull/649,serixscorpio,2014-03-08,449
cucumber-rails,280,https://github.com/cucumber/cucumber-rails/pull/280,andriytyurnikov,2014-03-08,450
cucumber-ruby,650,https://github.com/cucumber/cucumber-ruby/pull/650,christopher-rex,2014-03-12,451
cucumber-ruby,652,https://github.com/cucumber/cucumber-ruby/pull/652,cookrn,2014-03-13,452
cucumber-jvm,683,https://github.com/cucumber/cucumber-jvm/pull/683,techabstraction,2014-03-14,453
cucumber-jvm,689,https://github.com/cucumber/cucumber-jvm/pull/689,nhajratw,2014-03-18,454
aruba,180,https://github.com/cucumber/aruba/pull/180,ngpestelos,2014-03-20,455
cucumber-js,163,https://github.com/cucumber/cucumber-js/pull/163,jfstephe,2014-03-20,456
cucumber-ruby,663,https://github.com/cucumber/cucumber-ruby/pull/663,rwz,2014-04-05,457
cucumber-ruby,665,https://github.com/cucumber/cucumber-ruby/pull/665,tepreece,2014-04-08,458
cucumber-js,168,https://github.com/cucumber/cucumber-js/pull/168,simonlampen,2014-04-13,459
cucumber-js,170,https://github.com/cucumber/cucumber-js/pull/170,eddiefletchernz,2014-04-14,460
cucumber-js,173,https://github.com/cucumber/cucumber-js/pull/173,Kingles,2014-04-15,461
cucumber-ruby,666,https://github.com/cucumber/cucumber-ruby/pull/666,lime,2014-04-16,462
cucumber-ruby,670,https://github.com/cucumber/cucumber-ruby/pull/670,cbusbey,2014-04-22,463
cucumber-java-skeleton,2,https://github.com/cucumber/cucumber-java-skeleton/pull/2,sivaramrajanala,2014-04-26,464
cucumber-jvm,709,https://github.com/cucumber/cucumber-jvm/pull/709,LeonPoon,2014-04-29,465
cucumber-ruby,674,https://github.com/cucumber/cucumber-ruby/pull/674,sponte,2014-05-01,466
cucumber-rails,287,https://github.com/cucumber/cucumber-rails/pull/287,felixbuenemann,2014-05-01,467
cucumber-eclipse,58,https://github.com/cucumber/cucumber-eclipse/pull/58,mnd999,2014-05-03,468
cucumber-ruby,677,https://github.com/cucumber/cucumber-ruby/pull/677,patrickod,2014-05-13,469
cucumber-ruby,680,https://github.com/cucumber/cucumber-ruby/pull/680,johnvoloski,2014-05-14,470
cucumber-eclipse,66,https://github.com/cucumber/cucumber-eclipse/pull/66,apaku,2014-05-15,471
cucumber-js,183,https://github.com/cucumber/cucumber-js/pull/183,shyiko,2014-05-18,472
cucumber-cpp,72,https://github.com/cucumber/cucumber-cpp/pull/72,hvellyr,2014-05-23,473
cucumber-js,188,https://github.com/cucumber/cucumber-js/pull/188,stejanse,2014-05-27,474
cucumber-jvm,721,https://github.com/cucumber/cucumber-jvm/pull/721,danielhodder,2014-05-29,475
cucumber-js,192,https://github.com/cucumber/cucumber-js/pull/192,akania,2014-06-01,476
cucumber-eclipse,73,https://github.com/cucumber/cucumber-eclipse/pull/73,thomaseger,2014-06-02,477
cucumber-ruby,689,https://github.com/cucumber/cucumber-ruby/pull/689,drewdeponte,2014-06-04,478
cucumber-js,193,https://github.com/cucumber/cucumber-js/pull/193,samccone,2014-06-05,479
cucumber-ruby,690,https://github.com/cucumber/cucumber-ruby/pull/690,awls99,2014-06-06,480
cucumber-js,194,https://github.com/cucumber/cucumber-js/pull/194,lorenzleutgeb,2014-06-06,481
cucumber-ruby,691,https://github.com/cucumber/cucumber-ruby/pull/691,rssdev10,2014-06-08,482
cucumber-jvm,727,https://github.com/cucumber/cucumber-jvm/pull/727,bradleyhart,2014-06-09,483
cucumber-jvm,730,https://github.com/cucumber/cucumber-jvm/pull/730,yoelb,2014-06-10,484
cucumber-cpp,73,https://github.com/cucumber/cucumber-cpp/pull/73,Lemutar,2014-06-10,485
cucumber-eclipse,81,https://github.com/cucumber/cucumber-eclipse/pull/81,fmodesto,2014-06-14,486
cucumber-js,202,https://github.com/cucumber/cucumber-js/pull/202,joshtombs,2014-06-24,487
cucumber-jvm,739,https://github.com/cucumber/cucumber-jvm/pull/739,mchenryc,2014-06-25,488
cucumber-ruby,697,https://github.com/cucumber/cucumber-ruby/pull/697,idstein,2014-06-25,489
cucumber-ruby,699,https://github.com/cucumber/cucumber-ruby/pull/699,LGordon2,2014-06-27,490
aruba,194,https://github.com/cucumber/aruba/pull/194,cvoltz,2014-06-30,491
cucumber-jvm,746,https://github.com/cucumber/cucumber-jvm/pull/746,DavidGangel,2014-07-02,492
cucumber-ruby,703,https://github.com/cucumber/cucumber-ruby/pull/703,papilip,2014-07-02,493
aruba,195,https://github.com/cucumber/aruba/pull/195,egrieco,2014-07-04,494
cucumber-js,204,https://github.com/cucumber/cucumber-js/pull/204,lchenay,2014-07-09,495
cucumber-js,207,https://github.com/cucumber/cucumber-js/pull/207,kr1sp1n,2014-07-15,496
cucumber-jvm,751,https://github.com/cucumber/cucumber-jvm/pull/751,bySabi,2014-07-17,497
cucumber-rails,290,https://github.com/cucumber/cucumber-rails/pull/290,tamird,2014-07-22,498
cucumber-ruby,712,https://github.com/cucumber/cucumber-ruby/pull/712,bingwei,2014-07-24,499
cucumber-js,210,https://github.com/cucumber/cucumber-js/pull/210,bspates,2014-07-27,500
cucumber-js,211,https://github.com/cucumber/cucumber-js/pull/211,elwynelwyn,2014-07-28,501
cucumber-jvm,756,https://github.com/cucumber/cucumber-jvm/pull/756,cykl,2014-08-01,502
cucumber-js,216,https://github.com/cucumber/cucumber-js/pull/216,kostya-misura,2014-08-03,503
cucumber-java-skeleton,4,https://github.com/cucumber/cucumber-java-skeleton/pull/4,ralphkjones,2014-08-03,504
cucumber-js,223,https://github.com/cucumber/cucumber-js/pull/223,cono,2014-08-13,505
cucumber-js,226,https://github.com/cucumber/cucumber-js/pull/226,garytaylor,2014-08-14,506
cucumber-js,227,https://github.com/cucumber/cucumber-js/pull/227,AndrewJohnBenjamin,2014-08-14,507
cucumber-js,228,https://github.com/cucumber/cucumber-js/pull/228,jason0x43,2014-08-15,508
cucumber-java-skeleton,5,https://github.com/cucumber/cucumber-java-skeleton/pull/5,david-w-millar,2014-08-19,509
cucumber-js,234,https://github.com/cucumber/cucumber-js/pull/234,microweb10,2014-08-22,510
cucumber-jvm,765,https://github.com/cucumber/cucumber-jvm/pull/765,cliviu,2014-08-29,511
aruba,206,https://github.com/cucumber/aruba/pull/206,arronmabrey,2014-08-30,512
aruba,207,https://github.com/cucumber/aruba/pull/207,kevgo,2014-09-02,513
cucumber-jvm,768,https://github.com/cucumber/cucumber-jvm/pull/768,manuelbernhardt,2014-09-03,514
cucumber-jvm,772,https://github.com/cucumber/cucumber-jvm/pull/772,K76154,2014-09-07,515
cucumber-js,243,https://github.com/cucumber/cucumber-js/pull/243,morrislaptop,2014-09-09,516
cucumber-jvm,777,https://github.com/cucumber/cucumber-jvm/pull/777,raboof,2014-09-16,517
aruba,214,https://github.com/cucumber/aruba/pull/214,ipmsteven,2014-09-17,518
cucumber-ruby,747,https://github.com/cucumber/cucumber-ruby/pull/747,vasinov,2014-09-22,519
aruba,215,https://github.com/cucumber/aruba/pull/215,limhoff-r7,2014-09-25,520
cucumber-jvm,781,https://github.com/cucumber/cucumber-jvm/pull/781,sayewich,2014-09-27,521
cucumber-ruby,750,https://github.com/cucumber/cucumber-ruby/pull/750,tomstuart,2014-09-27,522
cucumber-js,253,https://github.com/cucumber/cucumber-js/pull/253,chirayuk,2014-10-04,523
cucumber-js,257,https://github.com/cucumber/cucumber-js/pull/257,afternoon,2014-10-05,524
cucumber-js,258,https://github.com/cucumber/cucumber-js/pull/258,jeduden,2014-10-05,525
cucumber-ruby,755,https://github.com/cucumber/cucumber-ruby/pull/755,snowe2010,2014-10-06,526
cucumber-ruby,756,https://github.com/cucumber/cucumber-ruby/pull/756,vaguilera,2014-10-07,527
cucumber-ruby-core,70,https://github.com/cucumber/cucumber-ruby-core/pull/70,almostwhitehat,2014-10-08,528
cucumber-jvm,785,https://github.com/cucumber/cucumber-jvm/pull/785,sebrose,2014-10-10,529
cucumber-jvm,786,https://github.com/cucumber/cucumber-jvm/pull/786,jestinepaul,2014-10-13,530
cucumber-ruby,765,https://github.com/cucumber/cucumber-ruby/pull/765,richarda,2014-10-27,531
cucumber-jvm,791,https://github.com/cucumber/cucumber-jvm/pull/791,geoand,2014-10-29,532
cucumber-jvm,793,https://github.com/cucumber/cucumber-jvm/pull/793,vanackej,2014-10-30,533
cucumber-eclipse,96,https://github.com/cucumber/cucumber-eclipse/pull/96,cannibalcow,2014-11-02,534
cucumber-eclipse,97,https://github.com/cucumber/cucumber-eclipse/pull/97,muymoo,2014-11-08,535
cucumber-js,270,https://github.com/cucumber/cucumber-js/pull/270,i-e-b,2014-11-10,536
cucumber-jvm,799,https://github.com/cucumber/cucumber-jvm/pull/799,HendrikSP,2014-11-14,537
cucumber-jvm,801,https://github.com/cucumber/cucumber-jvm/pull/801,mzcu,2014-11-23,538
cucumber-jvm,802,https://github.com/cucumber/cucumber-jvm/pull/802,mkochenough,2014-11-23,539
cucumber-eclipse,98,https://github.com/cucumber/cucumber-eclipse/pull/98,tiberiusteng,2014-11-24,540
cucumber-jvm,805,https://github.com/cucumber/cucumber-jvm/pull/805,chrishowejones,2014-12-04,541
cucumber-jvm,809,https://github.com/cucumber/cucumber-jvm/pull/809,mhshams,2014-12-12,542
cucumber-js,284,https://github.com/cucumber/cucumber-js/pull/284,nebehr,2014-12-22,543
cucumber-java-skeleton,7,https://github.com/cucumber/cucumber-java-skeleton/pull/7,danielsiwiec,2014-12-22,544
cucumber-js,287,https://github.com/cucumber/cucumber-js/pull/287,puritys,2014-12-24,545
cucumber-jvm,814,https://github.com/cucumber/cucumber-jvm/pull/814,lion7,2014-12-24,546
cucumber-ruby,786,https://github.com/cucumber/cucumber-ruby/pull/786,jdks,2014-12-28,547
cucumber-cpp,76,https://github.com/cucumber/cucumber-cpp/pull/76,Pooouf,2014-12-31,548
cucumber-jvm,816,https://github.com/cucumber/cucumber-jvm/pull/816,mdzyuba,2015-01-03,549
cucumber-js,291,https://github.com/cucumber/cucumber-js/pull/291,chrismilleruk,2015-01-03,550
cucumber-cpp,77,https://github.com/cucumber/cucumber-cpp/pull/77,APTriTec,2015-01-06,551
cucumber-rails,292,https://github.com/cucumber/cucumber-rails/pull/292,showaltb,2015-01-13,552
cucumber-jvm,825,https://github.com/cucumber/cucumber-jvm/pull/825,clicman,2015-01-13,553
cucumber-lua,1,https://github.com/cucumber/cucumber-lua/pull/1,britzl,2015-01-14,554
cucumber-ruby,792,https://github.com/cucumber/cucumber-ruby/pull/792,callahat,2015-01-18,555
cucumber-ruby,796,https://github.com/cucumber/cucumber-ruby/pull/796,bolshakov,2015-01-28,556
multi_test,7,https://github.com/cucumber/multi_test/pull/7,jmoody,2015-02-04,557
cucumber-js,303,https://github.com/cucumber/cucumber-js/pull/303,charlierudolph,2015-02-07,558
cucumber-js,304,https://github.com/cucumber/cucumber-js/pull/304,ExplodingCabbage,2015-02-08,559
cucumber-jvm,834,https://github.com/cucumber/cucumber-jvm/pull/834,peterox,2015-02-10,560
cucumber-eclipse,101,https://github.com/cucumber/cucumber-eclipse/pull/101,muhqu,2015-02-13,561
cucumber-jvm,838,https://github.com/cucumber/cucumber-jvm/pull/838,Evg3n,2015-02-21,562
cucumber-jvm,839,https://github.com/cucumber/cucumber-jvm/pull/839,judoole,2015-02-23,563
aruba,230,https://github.com/cucumber/aruba/pull/230,hayamiz,2015-03-02,564
cucumber-js,312,https://github.com/cucumber/cucumber-js/pull/312,sonnyp,2015-03-09,565
cucumber-ruby,818,https://github.com/cucumber/cucumber-ruby/pull/818,olleolleolle,2015-03-23,566
cucumber-js,315,https://github.com/cucumber/cucumber-js/pull/315,tomgco,2015-03-25,567
cucumber-ruby,820,https://github.com/cucumber/cucumber-ruby/pull/820,SteveDonie,2015-03-25,568
cucumber-rails,294,https://github.com/cucumber/cucumber-rails/pull/294,langalex,2015-03-30,569
cucumber-js,317,https://github.com/cucumber/cucumber-js/pull/317,ertrzyiks,2015-03-31,570
cucumber-jvm,845,https://github.com/cucumber/cucumber-jvm/pull/845,hex0cter,2015-03-31,571
cucumber-jvm,847,https://github.com/cucumber/cucumber-jvm/pull/847,drcoelho,2015-04-06,572
cucumber-ruby,832,https://github.com/cucumber/cucumber-ruby/pull/832,roschaefer,2015-04-10,573
cucumber-jvm,853,https://github.com/cucumber/cucumber-jvm/pull/853,lbilger,2015-04-13,574
cucumber-eclipse,108,https://github.com/cucumber/cucumber-eclipse/pull/108,daveychu,2015-04-14,575
aruba,235,https://github.com/cucumber/aruba/pull/235,smortex,2015-04-16,576
cucumber-ruby,841,https://github.com/cucumber/cucumber-ruby/pull/841,dmorgan3405,2015-04-21,577
cucumber-jvm,856,https://github.com/cucumber/cucumber-jvm/pull/856,ok3141,2015-04-22,578
cucumber-eclipse,114,https://github.com/cucumber/cucumber-eclipse/pull/114,hdpe,2015-04-24,579
cucumber-jvm,859,https://github.com/cucumber/cucumber-jvm/pull/859,rundmd,2015-04-27,580
cucumber-ruby,845,https://github.com/cucumber/cucumber-ruby/pull/845,ciembor,2015-04-30,581
aruba,249,https://github.com/cucumber/aruba/pull/249,myronmarston,2015-05-07,582
cucumber-ruby,848,https://github.com/cucumber/cucumber-ruby/pull/848,gitter-badger,2015-05-07,583
cucumber-js,334,https://github.com/cucumber/cucumber-js/pull/334,miguelmota,2015-05-12,584
cucumber-jvm,864,https://github.com/cucumber/cucumber-jvm/pull/864,dorzey,2015-05-13,585
cucumber-js,336,https://github.com/cucumber/cucumber-js/pull/336,Alexandr-Kravchuk,2015-05-15,586
cucumber-jvm,867,https://github.com/cucumber/cucumber-jvm/pull/867,davidegrohmann,2015-05-18,587
cucumber-java-skeleton,8,https://github.com/cucumber/cucumber-java-skeleton/pull/8,as-korobitsyna,2015-05-25,588
cucumber-ruby,858,https://github.com/cucumber/cucumber-ruby/pull/858,abezzub,2015-05-27,589
cucumber-rails,296,https://github.com/cucumber/cucumber-rails/pull/296,pedrosmmoreira,2015-06-03,590
cucumber-ruby,864,https://github.com/cucumber/cucumber-ruby/pull/864,smiller,2015-06-05,591
cucumber-js,345,https://github.com/cucumber/cucumber-js/pull/345,kkirsche,2015-06-12,592
cucumber-js,348,https://github.com/cucumber/cucumber-js/pull/348,karthiktv006,2015-06-17,593
cucumber-ruby,870,https://github.com/cucumber/cucumber-ruby/pull/870,mcrmfc,2015-06-18,594
cucumber-js,351,https://github.com/cucumber/cucumber-js/pull/351,mpderbec,2015-06-20,595
cucumber-js,352,https://github.com/cucumber/cucumber-js/pull/352,zs-zs,2015-06-20,596
cucumber-jvm,878,https://github.com/cucumber/cucumber-jvm/pull/878,palfrey,2015-06-25,597
godog,7,https://github.com/cucumber/godog/pull/7,l3pp4rd,2015-06-25,598
cucumber-ruby,875,https://github.com/cucumber/cucumber-ruby/pull/875,lucianosousa,2015-06-25,599
cucumber-js,360,https://github.com/cucumber/cucumber-js/pull/360,dmeehan1968,2015-06-26,600
cucumber-js,361,https://github.com/cucumber/cucumber-js/pull/361,repko-artem,2015-06-26,601
cucumber-ruby,876,https://github.com/cucumber/cucumber-ruby/pull/876,oscaralanpierce,2015-06-28,602
aruba,275,https://github.com/cucumber/aruba/pull/275,DVG,2015-07-02,603
cucumber-js,364,https://github.com/cucumber/cucumber-js/pull/364,waffle-iron,2015-07-03,604
aruba,277,https://github.com/cucumber/aruba/pull/277,chastell,2015-07-04,605
cucumber-ruby,883,https://github.com/cucumber/cucumber-ruby/pull/883,DaleGardner,2015-07-06,606
cucumber-js,368,https://github.com/cucumber/cucumber-js/pull/368,renegare,2015-07-09,607
cucumber-ruby,894,https://github.com/cucumber/cucumber-ruby/pull/894,envygeeks,2015-07-15,608
aruba,289,https://github.com/cucumber/aruba/pull/289,weedySeaDragon,2015-07-15,609
cucumber-js,373,https://github.com/cucumber/cucumber-js/pull/373,lutzj82,2015-07-17,610
cucumber-ruby,896,https://github.com/cucumber/cucumber-ruby/pull/896,tboerger,2015-07-24,611
cucumber-jvm,889,https://github.com/cucumber/cucumber-jvm/pull/889,karimnabli,2015-07-24,612
cucumber-java-skeleton,9,https://github.com/cucumber/cucumber-java-skeleton/pull/9,wilsoncampusano,2015-07-28,613
cucumber-ruby,897,https://github.com/cucumber/cucumber-ruby/pull/897,nickmerwin,2015-07-29,614
cucumber-eclipse,131,https://github.com/cucumber/cucumber-eclipse/pull/131,lxbzmy,2015-08-04,615
cucumber-ruby-core,96,https://github.com/cucumber/cucumber-ruby-core/pull/96,akostadinov,2015-08-06,616
cucumber-jvm,896,https://github.com/cucumber/cucumber-jvm/pull/896,sventorben,2015-08-12,617
cucumber-ruby,907,https://github.com/cucumber/cucumber-ruby/pull/907,jasonkarns,2015-08-15,618
cucumber-jvm,897,https://github.com/cucumber/cucumber-jvm/pull/897,manat,2015-08-15,619
cucumber-java-skeleton,10,https://github.com/cucumber/cucumber-java-skeleton/pull/10,achmadns,2015-08-17,620
cucumber-java-skeleton,11,https://github.com/cucumber/cucumber-java-skeleton/pull/11,searls,2015-08-18,621
cucumber-eclipse,135,https://github.com/cucumber/cucumber-eclipse/pull/135,chanceVermilion,2015-08-29,622
cucumber-ruby,910,https://github.com/cucumber/cucumber-ruby/pull/910,pittgoose,2015-09-01,623
cucumber-jvm,904,https://github.com/cucumber/cucumber-jvm/pull/904,mdelapenya,2015-09-02,624
cucumber-rails,300,https://github.com/cucumber/cucumber-rails/pull/300,rstawarz,2015-09-02,625
cucumber-ruby,918,https://github.com/cucumber/cucumber-ruby/pull/918,enkessler,2015-09-25,626
cucumber-js,410,https://github.com/cucumber/cucumber-js/pull/410,mhoyer,2015-09-28,627
cucumber-jvm,914,https://github.com/cucumber/cucumber-jvm/pull/914,dbcowboy,2015-09-30,628
cucumber-ruby,919,https://github.com/cucumber/cucumber-ruby/pull/919,soutaro,2015-10-02,629
cucumber-rails,302,https://github.com/cucumber/cucumber-rails/pull/302,skinofstars,2015-10-14,630
cucumber-jvm,919,https://github.com/cucumber/cucumber-jvm/pull/919,mhfrantz,2015-10-14,631
cucumber-jvm,924,https://github.com/cucumber/cucumber-jvm/pull/924,atorstling,2015-10-19,632
cucumber-js,444,https://github.com/cucumber/cucumber-js/pull/444,quex46,2015-10-28,633
aruba,314,https://github.com/cucumber/aruba/pull/314,yasuhito,2015-10-30,634
cucumber-js,448,https://github.com/cucumber/cucumber-js/pull/448,karinepires,2015-11-02,635
cucumber-cpp,82,https://github.com/cucumber/cucumber-cpp/pull/82,ursfassler,2015-11-02,636
cucumber-rails,303,https://github.com/cucumber/cucumber-rails/pull/303,wied03,2015-11-03,637
cucumber-ruby,931,https://github.com/cucumber/cucumber-ruby/pull/931,t-morgan,2015-11-10,638
cucumber-jvm,933,https://github.com/cucumber/cucumber-jvm/pull/933,sih4sing5hong5,2015-11-12,639
cucumber-js,457,https://github.com/cucumber/cucumber-js/pull/457,darrinholst,2015-11-18,640
cucumber-js,459,https://github.com/cucumber/cucumber-js/pull/459,rmorlang,2015-11-20,641
cucumber-rails,304,https://github.com/cucumber/cucumber-rails/pull/304,halostatue,2015-11-26,642
cucumber-js,463,https://github.com/cucumber/cucumber-js/pull/463,noahd1,2015-11-29,643
cucumber-cpp,83,https://github.com/cucumber/cucumber-cpp/pull/83,adapar,2015-12-04,644
cucumber-jvm,938,https://github.com/cucumber/cucumber-jvm/pull/938,heldev,2015-12-05,645
aruba,323,https://github.com/cucumber/aruba/pull/323,AdrieanKhisbe,2015-12-07,646
cucumber-jvm,940,https://github.com/cucumber/cucumber-jvm/pull/940,lsuski,2015-12-08,647
cucumber-js,474,https://github.com/cucumber/cucumber-js/pull/474,googol,2015-12-14,648
cucumber-ruby,939,https://github.com/cucumber/cucumber-ruby/pull/939,benshan,2015-12-17,649
cucumber-js,478,https://github.com/cucumber/cucumber-js/pull/478,nikulkarni,2015-12-18,650
cucumber-java-skeleton,15,https://github.com/cucumber/cucumber-java-skeleton/pull/15,gdinwiddie,2015-12-24,651
cucumber-js,491,https://github.com/cucumber/cucumber-js/pull/491,usernamealreadyis,2015-12-26,652
aruba,333,https://github.com/cucumber/aruba/pull/333,ryo33,2015-12-26,653
cucumber-jvm,942,https://github.com/cucumber/cucumber-jvm/pull/942,kirill-vlasov,2015-12-28,654
cucumber-jvm,947,https://github.com/cucumber/cucumber-jvm/pull/947,holtzermann17,2015-12-30,655
aruba,335,https://github.com/cucumber/aruba/pull/335,njam,2016-01-01,656
cucumber-cpp,85,https://github.com/cucumber/cucumber-cpp/pull/85,konserw,2016-01-07,657
cucumber-ruby-core,103,https://github.com/cucumber/cucumber-ruby-core/pull/103,mikz,2016-01-18,658
cucumber-js,498,https://github.com/cucumber/cucumber-js/pull/498,Asuza,2016-01-18,659
cucumber-jvm,950,https://github.com/cucumber/cucumber-jvm/pull/950,Karthi1991,2016-01-18,660
cucumber-jvm,952,https://github.com/cucumber/cucumber-jvm/pull/952,icednut,2016-01-20,661
cucumber-js,501,https://github.com/cucumber/cucumber-js/pull/501,maximkoretskiy,2016-01-25,662
cucumber-js,508,https://github.com/cucumber/cucumber-js/pull/508,olegdovger,2016-01-31,663
cucumber-ruby,946,https://github.com/cucumber/cucumber-ruby/pull/946,tkm-kj,2016-02-01,664
cucumber-js,510,https://github.com/cucumber/cucumber-js/pull/510,mrwithersea,2016-02-04,665
cucumber-js,511,https://github.com/cucumber/cucumber-js/pull/511,dnimmo,2016-02-04,666
aruba,344,https://github.com/cucumber/aruba/pull/344,ReadmeCritic,2016-02-11,667
cucumber-jvm,961,https://github.com/cucumber/cucumber-jvm/pull/961,stefanbirkner,2016-02-14,668
cucumber-cpp,100,https://github.com/cucumber/cucumber-cpp/pull/100,MartinDelille,2016-02-14,669
cucumber-jvm,964,https://github.com/cucumber/cucumber-jvm/pull/964,fmarmar,2016-02-14,670
cucumber-ruby,950,https://github.com/cucumber/cucumber-ruby/pull/950,sofaking,2016-02-15,671
cucumber-eclipse,142,https://github.com/cucumber/cucumber-eclipse/pull/142,girijant,2016-02-19,672
godog,16,https://github.com/cucumber/godog/pull/16,omnicolor,2016-02-23,673
cucumber-cpp,101,https://github.com/cucumber/cucumber-cpp/pull/101,kai-unger,2016-02-28,674
cucumber-jvm,967,https://github.com/cucumber/cucumber-jvm/pull/967,JSlain,2016-02-29,675
cucumber-jvm,969,https://github.com/cucumber/cucumber-jvm/pull/969,cheister,2016-03-01,676
godog,18,https://github.com/cucumber/godog/pull/18,odacremolbap,2016-03-02,677
cucumber-js,527,https://github.com/cucumber/cucumber-js/pull/527,jmauerhan,2016-03-02,678
cucumber-js,529,https://github.com/cucumber/cucumber-js/pull/529,nidhimj22,2016-03-04,679
cucumber-js,531,https://github.com/cucumber/cucumber-js/pull/531,ryan-mars,2016-03-05,680
cucumber-js,536,https://github.com/cucumber/cucumber-js/pull/536,seantdg,2016-03-10,681
cucumber-js,543,https://github.com/cucumber/cucumber-js/pull/543,jkimbo,2016-03-17,682
cucumber-js,548,https://github.com/cucumber/cucumber-js/pull/548,golya,2016-03-24,683
cucumber-jvm,978,https://github.com/cucumber/cucumber-jvm/pull/978,niberius,2016-03-29,684
cucumber-rails,311,https://github.com/cucumber/cucumber-rails/pull/311,clupprich,2016-03-30,685
cucumber-ruby,963,https://github.com/cucumber/cucumber-ruby/pull/963,borsothy,2016-03-30,686
cucumber-jvm,980,https://github.com/cucumber/cucumber-jvm/pull/980,sjacobs,2016-03-31,687
cucumber-jvm,981,https://github.com/cucumber/cucumber-jvm/pull/981,corinned,2016-04-01,688
cucumber-rails,313,https://github.com/cucumber/cucumber-rails/pull/313,Ru-T,2016-04-04,689
cucumber-jvm,983,https://github.com/cucumber/cucumber-jvm/pull/983,reftel,2016-04-04,690
cucumber-ruby,965,https://github.com/cucumber/cucumber-ruby/pull/965,josephks,2016-04-04,691
aruba,375,https://github.com/cucumber/aruba/pull/375,lamdor,2016-04-06,692
cucumber-jvm,986,https://github.com/cucumber/cucumber-jvm/pull/986,auno,2016-04-06,693
cucumber-js,555,https://github.com/cucumber/cucumber-js/pull/555,deaks-kt,2016-04-07,694
cucumber-jvm,990,https://github.com/cucumber/cucumber-jvm/pull/990,jan-molak,2016-04-15,695
cucumber-eclipse,150,https://github.com/cucumber/cucumber-eclipse/pull/150,slaout,2016-04-15,696
cucumber-jvm,991,https://github.com/cucumber/cucumber-jvm/pull/991,stanislav-antufeev,2016-04-17,697
cucumber-ruby,970,https://github.com/cucumber/cucumber-ruby/pull/970,threedaymonk,2016-04-18,698
cucumber-rails,314,https://github.com/cucumber/cucumber-rails/pull/314,zillou,2016-04-19,699
