repo,issue,url,days since last activity
cucumber-lua,3,https://github.com/cucumber/cucumber-lua/pull/3,1531
cucumber-cpp,190,https://github.com/cucumber/cucumber-cpp/issues/190,1514
docs,188,https://github.com/cucumber/docs/issues/188,1495
cucumber-lua,7,https://github.com/cucumber/cucumber-lua/issues/7,1413
cucumber-cpp,177,https://github.com/cucumber/cucumber-cpp/issues/177,1375
cucumber-lua,13,https://github.com/cucumber/cucumber-lua/pull/13,1366
docs,233,https://github.com/cucumber/docs/issues/233,1357
cucumber-cpp,212,https://github.com/cucumber/cucumber-cpp/issues/212,1305
aruba,500,https://github.com/cucumber/aruba/issues/500,1273
aruba,525,https://github.com/cucumber/aruba/issues/525,1273
aruba,538,https://github.com/cucumber/aruba/issues/538,1273
aruba,550,https://github.com/cucumber/aruba/issues/550,1273
aruba,564,https://github.com/cucumber/aruba/issues/564,1273
aruba,480,https://github.com/cucumber/aruba/issues/480,1268
godog,158,https://github.com/cucumber/godog/issues/158,1264
godog,159,https://github.com/cucumber/godog/issues/159,1256
aruba,255,https://github.com/cucumber/aruba/issues/255,1228
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1201
godog,173,https://github.com/cucumber/godog/issues/173,1186
cucumber-cpp,220,https://github.com/cucumber/cucumber-cpp/issues/220,1183
cucumber-cpp,222,https://github.com/cucumber/cucumber-cpp/issues/222,1164
cucumber-ruby-wire,19,https://github.com/cucumber/cucumber-ruby-wire/issues/19,1163
godog,182,https://github.com/cucumber/godog/issues/182,1138
common,620,https://github.com/cucumber/common/issues/620,1122
godog,185,https://github.com/cucumber/godog/issues/185,1109
godog,187,https://github.com/cucumber/godog/issues/187,1088
docs,230,https://github.com/cucumber/docs/issues/230,1047
docs,79,https://github.com/cucumber/docs/issues/79,1019
repo-template,4,https://github.com/cucumber/repo-template/issues/4,1005
common,686,https://github.com/cucumber/common/issues/686,1004
docs,401,https://github.com/cucumber/docs/issues/401,1003
repo-template,5,https://github.com/cucumber/repo-template/issues/5,998
cucumber-cpp,226,https://github.com/cucumber/cucumber-cpp/issues/226,997
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,983
docs,391,https://github.com/cucumber/docs/issues/391,945
common,775,https://github.com/cucumber/common/issues/775,937
common,783,https://github.com/cucumber/common/issues/783,935
aruba,685,https://github.com/cucumber/aruba/issues/685,934
aruba,695,https://github.com/cucumber/aruba/issues/695,932
common,789,https://github.com/cucumber/common/issues/789,921
docs,424,https://github.com/cucumber/docs/issues/424,911
aruba,705,https://github.com/cucumber/aruba/issues/705,866
godog,128,https://github.com/cucumber/godog/issues/128,863
cucumber-android,44,https://github.com/cucumber/cucumber-android/issues/44,842
common,999,https://github.com/cucumber/common/issues/999,802
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,797
common,933,https://github.com/cucumber/common/issues/933,788
gherkin-c,10,https://github.com/cucumber/gherkin-c/pull/10,761
gherkin-c,13,https://github.com/cucumber/gherkin-c/pull/13,761
gherkin-c,14,https://github.com/cucumber/gherkin-c/pull/14,761
common,897,https://github.com/cucumber/common/issues/897,761
godog,58,https://github.com/cucumber/godog/issues/58,760
godog,94,https://github.com/cucumber/godog/issues/94,760
godog,154,https://github.com/cucumber/godog/issues/154,760
godog,194,https://github.com/cucumber/godog/issues/194,760
cucumber-parent,8,https://github.com/cucumber/cucumber-parent/pull/8,759
commitbit,6,https://github.com/cucumber/commitbit/issues/6,758
godog,230,https://github.com/cucumber/godog/issues/230,728
todo-react-typescript-subsecond,2,https://github.com/cucumber/todo-react-typescript-subsecond/pull/2,721
common,773,https://github.com/cucumber/common/issues/773,709
godog,339,https://github.com/cucumber/godog/issues/339,690
cucumber-lua,14,https://github.com/cucumber/cucumber-lua/pull/14,684
godog,124,https://github.com/cucumber/godog/issues/124,680
cucumber-lua,8,https://github.com/cucumber/cucumber-lua/pull/8,661
todo-react-typescript-subsecond,4,https://github.com/cucumber/todo-react-typescript-subsecond/pull/4,655
docs,386,https://github.com/cucumber/docs/issues/386,655
cucumber-lua,15,https://github.com/cucumber/cucumber-lua/pull/15,654
commitbit,7,https://github.com/cucumber/commitbit/pull/7,654
commitbit,8,https://github.com/cucumber/commitbit/pull/8,654
commitbit,9,https://github.com/cucumber/commitbit/pull/9,654
aruba,740,https://github.com/cucumber/aruba/issues/740,622
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,613
todo-react-typescript-subsecond,5,https://github.com/cucumber/todo-react-typescript-subsecond/pull/5,596
slack-invite-automation,4,https://github.com/cucumber/slack-invite-automation/pull/4,596
repo-template,6,https://github.com/cucumber/repo-template/pull/6,596
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,596
docs,214,https://github.com/cucumber/docs/issues/214,596
docs,276,https://github.com/cucumber/docs/issues/276,596
docs,288,https://github.com/cucumber/docs/issues/288,596
docs,297,https://github.com/cucumber/docs/issues/297,596
