repo,issue,url,days since last activity
cucumber-lua,3,https://github.com/cucumber/cucumber-lua/pull/3,1479
cucumber-cpp,190,https://github.com/cucumber/cucumber-cpp/issues/190,1462
docs,188,https://github.com/cucumber/docs/issues/188,1443
cucumber-lua,7,https://github.com/cucumber/cucumber-lua/issues/7,1361
cucumber-cpp,177,https://github.com/cucumber/cucumber-cpp/issues/177,1323
cucumber-lua,13,https://github.com/cucumber/cucumber-lua/pull/13,1314
docs,233,https://github.com/cucumber/docs/issues/233,1305
cucumber-cpp,212,https://github.com/cucumber/cucumber-cpp/issues/212,1253
aruba,500,https://github.com/cucumber/aruba/issues/500,1221
aruba,525,https://github.com/cucumber/aruba/issues/525,1221
aruba,538,https://github.com/cucumber/aruba/issues/538,1221
aruba,550,https://github.com/cucumber/aruba/issues/550,1221
aruba,564,https://github.com/cucumber/aruba/issues/564,1221
aruba,480,https://github.com/cucumber/aruba/issues/480,1216
godog,158,https://github.com/cucumber/godog/issues/158,1212
godog,159,https://github.com/cucumber/godog/issues/159,1204
aruba,255,https://github.com/cucumber/aruba/issues/255,1176
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1149
godog,173,https://github.com/cucumber/godog/issues/173,1134
cucumber-cpp,220,https://github.com/cucumber/cucumber-cpp/issues/220,1131
cucumber-cpp,222,https://github.com/cucumber/cucumber-cpp/issues/222,1112
cucumber-ruby-wire,19,https://github.com/cucumber/cucumber-ruby-wire/issues/19,1111
godog,182,https://github.com/cucumber/godog/issues/182,1086
common,620,https://github.com/cucumber/common/issues/620,1070
godog,185,https://github.com/cucumber/godog/issues/185,1057
godog,187,https://github.com/cucumber/godog/issues/187,1036
docs,230,https://github.com/cucumber/docs/issues/230,995
docs,79,https://github.com/cucumber/docs/issues/79,967
repo-template,4,https://github.com/cucumber/repo-template/issues/4,953
common,686,https://github.com/cucumber/common/issues/686,952
docs,401,https://github.com/cucumber/docs/issues/401,951
repo-template,5,https://github.com/cucumber/repo-template/issues/5,946
cucumber-cpp,226,https://github.com/cucumber/cucumber-cpp/issues/226,945
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,931
docs,391,https://github.com/cucumber/docs/issues/391,893
common,775,https://github.com/cucumber/common/issues/775,885
common,783,https://github.com/cucumber/common/issues/783,883
aruba,685,https://github.com/cucumber/aruba/issues/685,882
aruba,695,https://github.com/cucumber/aruba/issues/695,880
common,789,https://github.com/cucumber/common/issues/789,869
docs,424,https://github.com/cucumber/docs/issues/424,859
aruba,705,https://github.com/cucumber/aruba/issues/705,814
godog,128,https://github.com/cucumber/godog/issues/128,811
cucumber-android,44,https://github.com/cucumber/cucumber-android/issues/44,790
common,999,https://github.com/cucumber/common/issues/999,750
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,745
common,933,https://github.com/cucumber/common/issues/933,736
gherkin-c,10,https://github.com/cucumber/gherkin-c/pull/10,709
gherkin-c,13,https://github.com/cucumber/gherkin-c/pull/13,709
gherkin-c,14,https://github.com/cucumber/gherkin-c/pull/14,709
common,897,https://github.com/cucumber/common/issues/897,709
godog,58,https://github.com/cucumber/godog/issues/58,708
godog,94,https://github.com/cucumber/godog/issues/94,708
godog,154,https://github.com/cucumber/godog/issues/154,708
godog,194,https://github.com/cucumber/godog/issues/194,708
cucumber-parent,8,https://github.com/cucumber/cucumber-parent/pull/8,707
commitbit,6,https://github.com/cucumber/commitbit/issues/6,706
godog,230,https://github.com/cucumber/godog/issues/230,676
todo-react-typescript-subsecond,2,https://github.com/cucumber/todo-react-typescript-subsecond/pull/2,669
common,773,https://github.com/cucumber/common/issues/773,657
godog,339,https://github.com/cucumber/godog/issues/339,638
godog,341,https://github.com/cucumber/godog/issues/341,635
cucumber-lua,14,https://github.com/cucumber/cucumber-lua/pull/14,632
godog,124,https://github.com/cucumber/godog/issues/124,628
cucumber-lua,8,https://github.com/cucumber/cucumber-lua/pull/8,609
todo-react-typescript-subsecond,4,https://github.com/cucumber/todo-react-typescript-subsecond/pull/4,603
docs,386,https://github.com/cucumber/docs/issues/386,603
cucumber-lua,15,https://github.com/cucumber/cucumber-lua/pull/15,602
commitbit,7,https://github.com/cucumber/commitbit/pull/7,602
commitbit,8,https://github.com/cucumber/commitbit/pull/8,602
commitbit,9,https://github.com/cucumber/commitbit/pull/9,602
aruba,740,https://github.com/cucumber/aruba/issues/740,570
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,561
todo-react-typescript-subsecond,5,https://github.com/cucumber/todo-react-typescript-subsecond/pull/5,544
slack-invite-automation,4,https://github.com/cucumber/slack-invite-automation/pull/4,544
repo-template,6,https://github.com/cucumber/repo-template/pull/6,544
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,544
docs,214,https://github.com/cucumber/docs/issues/214,544
docs,276,https://github.com/cucumber/docs/issues/276,544
docs,288,https://github.com/cucumber/docs/issues/288,544
docs,297,https://github.com/cucumber/docs/issues/297,544
cucumber-tcl-wire,3,https://github.com/cucumber/cucumber-tcl-wire/pull/3,544
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,544
cucumber-lua,16,https://github.com/cucumber/cucumber-lua/pull/16,544
commitbit,10,https://github.com/cucumber/commitbit/pull/10,544
coffee-machine,1,https://github.com/cucumber/coffee-machine/pull/1,544
aruba-getting-started,6,https://github.com/cucumber/aruba-getting-started/pull/6,544
cucumber-jvm,1921,https://github.com/cucumber/cucumber-jvm/issues/1921,538
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,533
common,1122,https://github.com/cucumber/common/issues/1122,533
coffee-machine-javascript,1,https://github.com/cucumber/coffee-machine-javascript/pull/1,533
aruba,770,https://github.com/cucumber/aruba/issues/770,515
aruba,518,https://github.com/cucumber/aruba/issues/518,507
cucumber-jvm,1891,https://github.com/cucumber/cucumber-jvm/issues/1891,499
aruba,752,https://github.com/cucumber/aruba/issues/752,494
godog,365,https://github.com/cucumber/godog/issues/365,484
cucumber-jvm,2054,https://github.com/cucumber/cucumber-jvm/issues/2054,484
cucumber-jvm,2216,https://github.com/cucumber/cucumber-jvm/issues/2216,484
cucumber-js,1545,https://github.com/cucumber/cucumber-js/issues/1545,484
common,1309,https://github.com/cucumber/common/issues/1309,482
docs,487,https://github.com/cucumber/docs/issues/487,481
cucumber-jvm,2215,https://github.com/cucumber/cucumber-jvm/issues/2215,477
cucumber-js-pretty-formatter,1,https://github.com/cucumber/cucumber-js-pretty-formatter/issues/1,477
cucumber-android,45,https://github.com/cucumber/cucumber-android/issues/45,477
godog,375,https://github.com/cucumber/godog/issues/375,476
commitbit,11,https://github.com/cucumber/commitbit/pull/11,476
cucumber-jvm,1805,https://github.com/cucumber/cucumber-jvm/issues/1805,472
common,1357,https://github.com/cucumber/common/issues/1357,470
docs,67,https://github.com/cucumber/docs/issues/67,469
docs,136,https://github.com/cucumber/docs/issues/136,469
docs,434,https://github.com/cucumber/docs/issues/434,469
cucumber-ruby,1288,https://github.com/cucumber/cucumber-ruby/issues/1288,469
cucumber-jvm,1834,https://github.com/cucumber/cucumber-jvm/issues/1834,469
godog,95,https://github.com/cucumber/godog/issues/95,467
common,1290,https://github.com/cucumber/common/issues/1290,455
common,1349,https://github.com/cucumber/common/issues/1349,442
common,1425,https://github.com/cucumber/common/issues/1425,441
common,1426,https://github.com/cucumber/common/issues/1426,441
cucumber-ruby,1469,https://github.com/cucumber/cucumber-ruby/issues/1469,428
cucumber-json-schema,3,https://github.com/cucumber/cucumber-json-schema/issues/3,425
cucumber-ruby,1513,https://github.com/cucumber/cucumber-ruby/issues/1513,421
cucumber-android,69,https://github.com/cucumber/cucumber-android/issues/69,421
cucumber-android,71,https://github.com/cucumber/cucumber-android/issues/71,419
common,960,https://github.com/cucumber/common/issues/960,416
common,1273,https://github.com/cucumber/common/issues/1273,415
cucumber-ruby,1522,https://github.com/cucumber/cucumber-ruby/issues/1522,411
cucumber-ruby,1526,https://github.com/cucumber/cucumber-ruby/issues/1526,408
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,408
common,1462,https://github.com/cucumber/common/issues/1462,407
docs,560,https://github.com/cucumber/docs/issues/560,401
cucumber-rails,438,https://github.com/cucumber/cucumber-rails/issues/438,401
cucumber-rails,446,https://github.com/cucumber/cucumber-rails/issues/446,401
cucumber-cpp,243,https://github.com/cucumber/cucumber-cpp/issues/243,400
cucumber-eclipse,6,https://github.com/cucumber/cucumber-eclipse/issues/6,399
cucumber-eclipse,7,https://github.com/cucumber/cucumber-eclipse/issues/7,399
cucumber-eclipse,12,https://github.com/cucumber/cucumber-eclipse/issues/12,399
cucumber-eclipse,13,https://github.com/cucumber/cucumber-eclipse/issues/13,399
cucumber-eclipse,14,https://github.com/cucumber/cucumber-eclipse/issues/14,399
cucumber-eclipse,172,https://github.com/cucumber/cucumber-eclipse/issues/172,399
cucumber-eclipse,238,https://github.com/cucumber/cucumber-eclipse/issues/238,399
cucumber-eclipse,283,https://github.com/cucumber/cucumber-eclipse/issues/283,399
docs,594,https://github.com/cucumber/docs/issues/594,398
todo-react-typescript-subsecond,6,https://github.com/cucumber/todo-react-typescript-subsecond/pull/6,397
cucumber-js,1664,https://github.com/cucumber/cucumber-js/issues/1664,392
common,1413,https://github.com/cucumber/common/issues/1413,391
common,1427,https://github.com/cucumber/common/issues/1427,391
common,1523,https://github.com/cucumber/common/issues/1523,391
docs,561,https://github.com/cucumber/docs/issues/561,390
common,1512,https://github.com/cucumber/common/issues/1512,388
common,1519,https://github.com/cucumber/common/issues/1519,387
aruba,600,https://github.com/cucumber/aruba/pull/600,385
aruba,716,https://github.com/cucumber/aruba/pull/716,385
aruba,746,https://github.com/cucumber/aruba/pull/746,385
aruba,806,https://github.com/cucumber/aruba/issues/806,384
build,18,https://github.com/cucumber/build/issues/18,383
common,1505,https://github.com/cucumber/common/issues/1505,380
cucumber-ruby,1541,https://github.com/cucumber/cucumber-ruby/issues/1541,378
cucumber.ml,34,https://github.com/cucumber/cucumber.ml/pull/34,376
cucumber.ml,35,https://github.com/cucumber/cucumber.ml/pull/35,376
cucumber-android,33,https://github.com/cucumber/cucumber-android/pull/33,376
cucumber-android,61,https://github.com/cucumber/cucumber-android/pull/61,376
godog,291,https://github.com/cucumber/godog/issues/291,370
cucumber-ruby,1547,https://github.com/cucumber/cucumber-ruby/issues/1547,369
cucumber-android,46,https://github.com/cucumber/cucumber-android/issues/46,368
common,1580,https://github.com/cucumber/common/issues/1580,367
docs,627,https://github.com/cucumber/docs/issues/627,360
common,1588,https://github.com/cucumber/common/issues/1588,359
godog,394,https://github.com/cucumber/godog/issues/394,356
