repo,issue,url,days since last activity
docs,188,https://github.com/cucumber/docs/issues/188,2232
docs,233,https://github.com/cucumber/docs/issues/233,2094
aruba,500,https://github.com/cucumber/aruba/issues/500,2010
aruba,525,https://github.com/cucumber/aruba/issues/525,2010
aruba,538,https://github.com/cucumber/aruba/issues/538,2010
aruba,550,https://github.com/cucumber/aruba/issues/550,2010
aruba,564,https://github.com/cucumber/aruba/issues/564,2010
aruba,480,https://github.com/cucumber/aruba/issues/480,2005
godog,159,https://github.com/cucumber/godog/issues/159,1993
aruba,255,https://github.com/cucumber/aruba/issues/255,1965
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,1938
godog,173,https://github.com/cucumber/godog/issues/173,1923
godog,182,https://github.com/cucumber/godog/issues/182,1875
godog,185,https://github.com/cucumber/godog/issues/185,1846
godog,187,https://github.com/cucumber/godog/issues/187,1825
docs,230,https://github.com/cucumber/docs/issues/230,1784
common,686,https://github.com/cucumber/common/issues/686,1741
docs,401,https://github.com/cucumber/docs/issues/401,1740
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,1720
docs,391,https://github.com/cucumber/docs/issues/391,1682
common,775,https://github.com/cucumber/common/issues/775,1674
aruba,685,https://github.com/cucumber/aruba/issues/685,1671
aruba,695,https://github.com/cucumber/aruba/issues/695,1669
common,789,https://github.com/cucumber/common/issues/789,1658
docs,424,https://github.com/cucumber/docs/issues/424,1648
aruba,705,https://github.com/cucumber/aruba/issues/705,1603
godog,128,https://github.com/cucumber/godog/issues/128,1600
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1534
godog,58,https://github.com/cucumber/godog/issues/58,1497
godog,94,https://github.com/cucumber/godog/issues/94,1497
godog,154,https://github.com/cucumber/godog/issues/154,1497
godog,194,https://github.com/cucumber/godog/issues/194,1497
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1495
godog,230,https://github.com/cucumber/godog/issues/230,1465
common,773,https://github.com/cucumber/common/issues/773,1446
docs,386,https://github.com/cucumber/docs/issues/386,1392
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1391
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1391
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1391
aruba,740,https://github.com/cucumber/aruba/issues/740,1359
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1350
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1333
docs,214,https://github.com/cucumber/docs/issues/214,1333
docs,288,https://github.com/cucumber/docs/issues/288,1333
docs,297,https://github.com/cucumber/docs/issues/297,1333
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1333
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1333
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1322
aruba,770,https://github.com/cucumber/aruba/issues/770,1304
aruba,518,https://github.com/cucumber/aruba/issues/518,1296
godog,365,https://github.com/cucumber/godog/issues/365,1273
docs,487,https://github.com/cucumber/docs/issues/487,1270
godog,375,https://github.com/cucumber/godog/issues/375,1265
common,1357,https://github.com/cucumber/common/issues/1357,1259
docs,67,https://github.com/cucumber/docs/issues/67,1258
docs,136,https://github.com/cucumber/docs/issues/136,1258
docs,434,https://github.com/cucumber/docs/issues/434,1258
godog,95,https://github.com/cucumber/godog/issues/95,1256
common,1290,https://github.com/cucumber/common/issues/1290,1244
common,1425,https://github.com/cucumber/common/issues/1425,1230
cucumber-json-schema,3,https://github.com/cucumber/cucumber-json-schema/issues/3,1214
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,1197
common,1462,https://github.com/cucumber/common/issues/1462,1196
docs,560,https://github.com/cucumber/docs/issues/560,1190
cucumber-rails,446,https://github.com/cucumber/cucumber-rails/issues/446,1190
cucumber-eclipse,6,https://github.com/cucumber/cucumber-eclipse/issues/6,1188
