repo,issue,url,days since last activity
docs,188,https://github.com/cucumber/docs/issues/188,2370
docs,233,https://github.com/cucumber/docs/issues/233,2232
aruba,500,https://github.com/cucumber/aruba/issues/500,2148
aruba,525,https://github.com/cucumber/aruba/issues/525,2148
aruba,538,https://github.com/cucumber/aruba/issues/538,2148
aruba,550,https://github.com/cucumber/aruba/issues/550,2148
aruba,564,https://github.com/cucumber/aruba/issues/564,2148
aruba,480,https://github.com/cucumber/aruba/issues/480,2143
godog,159,https://github.com/cucumber/godog/issues/159,2131
aruba,255,https://github.com/cucumber/aruba/issues/255,2103
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,2076
godog,173,https://github.com/cucumber/godog/issues/173,2061
godog,182,https://github.com/cucumber/godog/issues/182,2013
godog,185,https://github.com/cucumber/godog/issues/185,1984
godog,187,https://github.com/cucumber/godog/issues/187,1963
docs,230,https://github.com/cucumber/docs/issues/230,1922
common,686,https://github.com/cucumber/common/issues/686,1879
docs,401,https://github.com/cucumber/docs/issues/401,1878
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,1858
docs,391,https://github.com/cucumber/docs/issues/391,1820
common,775,https://github.com/cucumber/common/issues/775,1812
aruba,685,https://github.com/cucumber/aruba/issues/685,1809
aruba,695,https://github.com/cucumber/aruba/issues/695,1807
common,789,https://github.com/cucumber/common/issues/789,1796
docs,424,https://github.com/cucumber/docs/issues/424,1786
aruba,705,https://github.com/cucumber/aruba/issues/705,1741
godog,128,https://github.com/cucumber/godog/issues/128,1738
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1672
godog,58,https://github.com/cucumber/godog/issues/58,1635
godog,94,https://github.com/cucumber/godog/issues/94,1635
godog,154,https://github.com/cucumber/godog/issues/154,1635
godog,194,https://github.com/cucumber/godog/issues/194,1635
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1633
godog,230,https://github.com/cucumber/godog/issues/230,1603
common,773,https://github.com/cucumber/common/issues/773,1584
docs,386,https://github.com/cucumber/docs/issues/386,1530
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1529
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1529
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1529
aruba,740,https://github.com/cucumber/aruba/issues/740,1497
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1488
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1471
docs,214,https://github.com/cucumber/docs/issues/214,1471
docs,288,https://github.com/cucumber/docs/issues/288,1471
docs,297,https://github.com/cucumber/docs/issues/297,1471
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1471
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1471
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1460
