repo,issue,url,days since last activity
docs,188,https://github.com/cucumber/docs/issues/188,2301
docs,233,https://github.com/cucumber/docs/issues/233,2163
aruba,500,https://github.com/cucumber/aruba/issues/500,2079
aruba,525,https://github.com/cucumber/aruba/issues/525,2079
aruba,538,https://github.com/cucumber/aruba/issues/538,2079
aruba,550,https://github.com/cucumber/aruba/issues/550,2079
aruba,564,https://github.com/cucumber/aruba/issues/564,2079
aruba,480,https://github.com/cucumber/aruba/issues/480,2074
godog,159,https://github.com/cucumber/godog/issues/159,2062
aruba,255,https://github.com/cucumber/aruba/issues/255,2034
cucumber-ruby-wire,16,https://github.com/cucumber/cucumber-ruby-wire/issues/16,2007
godog,173,https://github.com/cucumber/godog/issues/173,1992
godog,182,https://github.com/cucumber/godog/issues/182,1944
godog,185,https://github.com/cucumber/godog/issues/185,1915
godog,187,https://github.com/cucumber/godog/issues/187,1894
docs,230,https://github.com/cucumber/docs/issues/230,1853
common,686,https://github.com/cucumber/common/issues/686,1810
docs,401,https://github.com/cucumber/docs/issues/401,1809
cucumber-android,32,https://github.com/cucumber/cucumber-android/issues/32,1789
docs,391,https://github.com/cucumber/docs/issues/391,1751
common,775,https://github.com/cucumber/common/issues/775,1743
aruba,685,https://github.com/cucumber/aruba/issues/685,1740
aruba,695,https://github.com/cucumber/aruba/issues/695,1738
common,789,https://github.com/cucumber/common/issues/789,1727
docs,424,https://github.com/cucumber/docs/issues/424,1717
aruba,705,https://github.com/cucumber/aruba/issues/705,1672
godog,128,https://github.com/cucumber/godog/issues/128,1669
cucumber-eclipse,406,https://github.com/cucumber/cucumber-eclipse/issues/406,1603
godog,58,https://github.com/cucumber/godog/issues/58,1566
godog,94,https://github.com/cucumber/godog/issues/94,1566
godog,154,https://github.com/cucumber/godog/issues/154,1566
godog,194,https://github.com/cucumber/godog/issues/194,1566
commitbit,6,https://github.com/cucumber/commitbit/issues/6,1564
godog,230,https://github.com/cucumber/godog/issues/230,1534
common,773,https://github.com/cucumber/common/issues/773,1515
docs,386,https://github.com/cucumber/docs/issues/386,1461
commitbit,7,https://github.com/cucumber/commitbit/pull/7,1460
commitbit,8,https://github.com/cucumber/commitbit/pull/8,1460
commitbit,9,https://github.com/cucumber/commitbit/pull/9,1460
aruba,740,https://github.com/cucumber/aruba/issues/740,1428
cucumber-android,59,https://github.com/cucumber/cucumber-android/issues/59,1419
git-subrepo,1,https://github.com/cucumber/git-subrepo/pull/1,1402
docs,214,https://github.com/cucumber/docs/issues/214,1402
docs,288,https://github.com/cucumber/docs/issues/288,1402
docs,297,https://github.com/cucumber/docs/issues/297,1402
cucumber-message-upload-service,1,https://github.com/cucumber/cucumber-message-upload-service/pull/1,1402
commitbit,10,https://github.com/cucumber/commitbit/pull/10,1402
cucumber-android,62,https://github.com/cucumber/cucumber-android/issues/62,1391
aruba,770,https://github.com/cucumber/aruba/issues/770,1373
aruba,518,https://github.com/cucumber/aruba/issues/518,1365
godog,365,https://github.com/cucumber/godog/issues/365,1342
docs,487,https://github.com/cucumber/docs/issues/487,1339
godog,375,https://github.com/cucumber/godog/issues/375,1334
docs,67,https://github.com/cucumber/docs/issues/67,1327
docs,136,https://github.com/cucumber/docs/issues/136,1327
docs,434,https://github.com/cucumber/docs/issues/434,1327
godog,95,https://github.com/cucumber/godog/issues/95,1325
common,1290,https://github.com/cucumber/common/issues/1290,1313
common,1425,https://github.com/cucumber/common/issues/1425,1299
cucumber-json-schema,3,https://github.com/cucumber/cucumber-json-schema/issues/3,1283
cucumber-js,1644,https://github.com/cucumber/cucumber-js/issues/1644,1266
common,1462,https://github.com/cucumber/common/issues/1462,1265
docs,560,https://github.com/cucumber/docs/issues/560,1259
cucumber-eclipse,6,https://github.com/cucumber/cucumber-eclipse/issues/6,1257
cucumber-eclipse,7,https://github.com/cucumber/cucumber-eclipse/issues/7,1257
cucumber-eclipse,12,https://github.com/cucumber/cucumber-eclipse/issues/12,1257
cucumber-eclipse,13,https://github.com/cucumber/cucumber-eclipse/issues/13,1257
cucumber-eclipse,14,https://github.com/cucumber/cucumber-eclipse/issues/14,1257
cucumber-eclipse,172,https://github.com/cucumber/cucumber-eclipse/issues/172,1257
cucumber-eclipse,238,https://github.com/cucumber/cucumber-eclipse/issues/238,1257
cucumber-eclipse,283,https://github.com/cucumber/cucumber-eclipse/issues/283,1257
docs,594,https://github.com/cucumber/docs/issues/594,1256
cucumber-js,1664,https://github.com/cucumber/cucumber-js/issues/1664,1250
common,1427,https://github.com/cucumber/common/issues/1427,1249
common,1523,https://github.com/cucumber/common/issues/1523,1249
aruba,600,https://github.com/cucumber/aruba/pull/600,1243
aruba,716,https://github.com/cucumber/aruba/pull/716,1243
aruba,806,https://github.com/cucumber/aruba/issues/806,1242
build,18,https://github.com/cucumber/build/issues/18,1241
cucumber.ml,34,https://github.com/cucumber/cucumber.ml/pull/34,1234
godog,291,https://github.com/cucumber/godog/issues/291,1228
docs,627,https://github.com/cucumber/docs/issues/627,1218
godog,394,https://github.com/cucumber/godog/issues/394,1214
cucumber-eclipse-update-site,4,https://github.com/cucumber/cucumber-eclipse-update-site/issues/4,1211
docs,628,https://github.com/cucumber/docs/issues/628,1210
common,1614,https://github.com/cucumber/common/issues/1614,1208
aruba,817,https://github.com/cucumber/aruba/pull/817,1206
aruba,254,https://github.com/cucumber/aruba/issues/254,1204
common,714,https://github.com/cucumber/common/issues/714,1195
cucumber-ruby-wire,1,https://github.com/cucumber/cucumber-ruby-wire/issues/1,1175
common,1664,https://github.com/cucumber/common/issues/1664,1175
godog,410,https://github.com/cucumber/godog/issues/410,1167
aruba,391,https://github.com/cucumber/aruba/issues/391,1162
aruba,395,https://github.com/cucumber/aruba/issues/395,1162
aruba,402,https://github.com/cucumber/aruba/issues/402,1162
aruba,420,https://github.com/cucumber/aruba/issues/420,1162
aruba,432,https://github.com/cucumber/aruba/issues/432,1162
aruba,521,https://github.com/cucumber/aruba/issues/521,1162
aruba,545,https://github.com/cucumber/aruba/issues/545,1162
aruba,549,https://github.com/cucumber/aruba/issues/549,1162
aruba,667,https://github.com/cucumber/aruba/issues/667,1162
aruba,694,https://github.com/cucumber/aruba/issues/694,1162
aruba,713,https://github.com/cucumber/aruba/issues/713,1162
godog,267,https://github.com/cucumber/godog/issues/267,1151
common,1685,https://github.com/cucumber/common/issues/1685,1151
godog,395,https://github.com/cucumber/godog/issues/395,1147
common,1306,https://github.com/cucumber/common/issues/1306,1139
aruba,789,https://github.com/cucumber/aruba/pull/789,1134
godog,389,https://github.com/cucumber/godog/issues/389,1133
action-create-github-release,1,https://github.com/cucumber/action-create-github-release/issues/1,1124
cucumber-eclipse,324,https://github.com/cucumber/cucumber-eclipse/issues/324,1118
cucumber-eclipse,342,https://github.com/cucumber/cucumber-eclipse/issues/342,1118
cucumber-eclipse,400,https://github.com/cucumber/cucumber-eclipse/issues/400,1118
cucumber-eclipse,402,https://github.com/cucumber/cucumber-eclipse/issues/402,1118
cucumber-eclipse,403,https://github.com/cucumber/cucumber-eclipse/issues/403,1118
cucumber-eclipse,407,https://github.com/cucumber/cucumber-eclipse/issues/407,1118
cucumber-eclipse,411,https://github.com/cucumber/cucumber-eclipse/pull/411,1118
cucumber-eclipse,418,https://github.com/cucumber/cucumber-eclipse/issues/418,1118
cucumber-eclipse,425,https://github.com/cucumber/cucumber-eclipse/issues/425,1118
cucumber-eclipse,436,https://github.com/cucumber/cucumber-eclipse/issues/436,1118
godog,376,https://github.com/cucumber/godog/issues/376,1117
cucumber-eclipse,442,https://github.com/cucumber/cucumber-eclipse/issues/442,1116
cucumber-jvm-scala,217,https://github.com/cucumber/cucumber-jvm-scala/issues/217,1111
action-create-github-release,3,https://github.com/cucumber/action-create-github-release/issues/3,1111
action-create-github-release,6,https://github.com/cucumber/action-create-github-release/pull/6,1109
action-get-versions,2,https://github.com/cucumber/action-get-versions/issues/2,1108
cucumber-expressions,17,https://github.com/cucumber/cucumber-expressions/issues/17,1104
aruba,678,https://github.com/cucumber/aruba/issues/678,1100
godog,324,https://github.com/cucumber/godog/issues/324,1096
cucumber-eclipse,431,https://github.com/cucumber/cucumber-eclipse/issues/431,1087
cucumber-expressions,32,https://github.com/cucumber/cucumber-expressions/pull/32,1081
cucumber-eclipse,443,https://github.com/cucumber/cucumber-eclipse/issues/443,1081
cucumber-eclipse,445,https://github.com/cucumber/cucumber-eclipse/issues/445,1079
godog,373,https://github.com/cucumber/godog/issues/373,1077
docs,474,https://github.com/cucumber/docs/issues/474,1072
docs,633,https://github.com/cucumber/docs/issues/633,1071
cucumber-json-schema,5,https://github.com/cucumber/cucumber-json-schema/issues/5,1061
docs,696,https://github.com/cucumber/docs/issues/696,1060
cucumber-expressions,41,https://github.com/cucumber/cucumber-expressions/issues/41,1053
cucumber-js-pretty-formatter,8,https://github.com/cucumber/cucumber-js-pretty-formatter/issues/8,1049
godog,446,https://github.com/cucumber/godog/issues/446,1038
cucumber-jvm-scala,255,https://github.com/cucumber/cucumber-jvm-scala/issues/255,1036
cucumber-js,1850,https://github.com/cucumber/cucumber-js/issues/1850,1032
cucumber-android,65,https://github.com/cucumber/cucumber-android/issues/65,1032
cucumber-eclipse,449,https://github.com/cucumber/cucumber-eclipse/issues/449,1018
aruba,653,https://github.com/cucumber/aruba/pull/653,1017
cucumber-expressions,51,https://github.com/cucumber/cucumber-expressions/issues/51,1006
ci-environment,52,https://github.com/cucumber/ci-environment/issues/52,1006
