date,new,active,inactive
2011-08-07,22,5,72
2011-08-08,22,5,72
2011-08-09,20,5,74
2011-08-10,19,5,75
2011-08-11,19,5,76
2011-08-12,19,5,76
2011-08-13,19,5,76
2011-08-14,19,5,76
2011-08-15,19,5,76
2011-08-16,19,5,76
2011-08-17,18,4,78
2011-08-18,18,4,78
2011-08-19,19,4,78
2011-08-20,20,4,78
2011-08-21,19,4,79
2011-08-22,20,4,79
2011-08-23,19,6,79
2011-08-24,21,6,79
2011-08-25,22,6,79
2011-08-26,23,6,79
2011-08-27,23,6,79
2011-08-28,22,6,80
2011-08-29,23,6,80
2011-08-30,23,6,80
2011-08-31,24,6,80
2011-09-01,25,6,80
2011-09-02,23,6,82
2011-09-03,24,6,82
2011-09-04,25,6,82
2011-09-05,25,6,82
2011-09-06,25,7,82
2011-09-07,26,7,82
2011-09-08,26,7,82
2011-09-09,27,7,82
2011-09-10,27,7,82
2011-09-11,28,7,82
2011-09-12,28,7,82
2011-09-13,26,7,84
2011-09-14,27,8,83
2011-09-15,26,9,83
2011-09-16,27,9,83
2011-09-17,25,9,85
2011-09-18,26,9,85
2011-09-19,26,9,85
2011-09-20,26,9,85
2011-09-21,25,9,86
2011-09-22,26,9,86
2011-09-23,26,10,86
2011-09-24,27,10,86
2011-09-25,27,10,86
2011-09-26,26,10,87
2011-09-27,25,10,88
2011-09-28,26,10,88
2011-09-29,26,10,88
2011-09-30,27,10,88
2011-10-01,27,10,88
2011-10-02,27,10,88
2011-10-03,27,10,88
2011-10-04,28,11,88
2011-10-05,27,11,89
2011-10-06,27,11,89
2011-10-07,27,11,89
2011-10-08,27,11,89
2011-10-09,28,11,89
2011-10-10,30,11,89
2011-10-11,31,10,90
2011-10-12,32,10,90
2011-10-13,32,10,90
2011-10-14,32,10,90
2011-10-15,32,10,90
2011-10-16,32,10,90
2011-10-17,31,10,91
2011-10-18,32,10,91
2011-10-19,31,11,91
2011-10-20,32,12,91
2011-10-21,32,13,90
2011-10-22,31,13,91
2011-10-23,30,13,92
2011-10-24,29,13,93
2011-10-25,29,13,94
2011-10-26,30,12,95
2011-10-27,30,12,95
2011-10-28,30,12,95
2011-10-29,30,12,95
2011-10-30,29,12,96
2011-10-31,29,13,96
2011-11-01,30,13,96
2011-11-02,31,13,96
2011-11-03,31,13,96
2011-11-04,32,13,96
2011-11-05,32,13,96
2011-11-06,32,13,96
2011-11-07,32,16,94
2011-11-08,32,16,94
2011-11-09,31,16,95
2011-11-10,31,16,95
2011-11-11,32,16,95
2011-11-12,32,16,95
2011-11-13,32,16,95
2011-11-14,32,16,95
2011-11-15,33,16,95
2011-11-16,33,16,95
2011-11-17,32,16,96
2011-11-18,32,16,97
2011-11-19,32,16,97
2011-11-20,32,16,97
2011-11-21,33,15,98
2011-11-22,33,15,99
2011-11-23,33,15,100
2011-11-24,33,15,101
2011-11-25,34,15,101
2011-11-26,34,15,101
2011-11-27,33,15,102
2011-11-28,33,14,103
2011-11-29,33,14,104
2011-11-30,32,14,105
2011-12-01,32,13,106
2011-12-02,34,13,107
2011-12-03,33,14,107
2011-12-04,33,15,107
2011-12-05,34,14,108
2011-12-06,34,14,109
2011-12-07,36,14,109
2011-12-08,36,14,110
2011-12-09,36,15,110
2011-12-10,36,15,110
2011-12-11,36,15,110
2011-12-12,37,15,110
2011-12-13,37,14,111
2011-12-14,37,13,112
2011-12-15,36,13,113
2011-12-16,36,13,113
2011-12-17,35,13,114
2011-12-18,35,13,114
2011-12-19,36,13,114
2011-12-20,36,13,114
2011-12-21,37,13,114
2011-12-22,36,12,116
2011-12-23,35,13,117
2011-12-24,35,13,117
2011-12-25,35,13,117
2011-12-26,35,13,117
2011-12-27,34,13,118
2011-12-28,34,13,118
2011-12-29,33,13,119
2011-12-30,33,13,119
2011-12-31,33,13,119
2012-01-01,34,13,119
2012-01-02,33,13,121
2012-01-03,34,13,121
2012-01-04,34,14,120
2012-01-05,35,15,120
2012-01-06,35,15,120
2012-01-07,34,15,121
2012-01-08,32,15,123
2012-01-09,31,16,123
2012-01-10,30,16,124
2012-01-11,32,16,124
2012-01-12,31,17,124
2012-01-13,31,17,124
2012-01-14,31,17,124
2012-01-15,31,17,124
2012-01-16,31,17,125
2012-01-17,32,16,126
2012-01-18,31,15,128
2012-01-19,32,14,129
2012-01-20,32,14,129
2012-01-21,31,16,128
2012-01-22,32,16,128
2012-01-23,31,16,129
2012-01-24,30,17,129
2012-01-25,31,17,129
2012-01-26,31,17,129
2012-01-27,31,17,129
2012-01-28,31,17,129
2012-01-29,31,17,129
2012-01-30,31,17,130
2012-01-31,30,17,131
2012-02-01,33,17,131
2012-02-02,34,17,132
2012-02-03,34,17,132
2012-02-04,34,17,132
2012-02-05,33,14,136
2012-02-06,32,15,136
2012-02-07,34,15,136
2012-02-08,35,15,136
2012-02-09,34,15,137
2012-02-10,33,16,137
2012-02-11,34,16,137
2012-02-12,34,16,137
2012-02-13,33,15,139
2012-02-14,33,15,139
2012-02-15,33,15,139
2012-02-16,32,15,140
2012-02-17,32,15,140
2012-02-18,32,16,139
2012-02-19,33,16,141
2012-02-20,32,16,142
2012-02-21,32,17,142
2012-02-22,32,18,143
2012-02-23,31,18,144
2012-02-24,29,20,144
2012-02-25,29,20,144
2012-02-26,29,20,144
2012-02-27,29,20,145
2012-02-28,30,20,145
2012-02-29,31,21,145
2012-03-01,29,22,147
2012-03-02,30,21,148
2012-03-03,29,21,150
2012-03-04,29,21,151
2012-03-05,28,21,152
2012-03-06,27,21,153
2012-03-07,26,21,154
2012-03-08,28,20,155
2012-03-09,28,20,155
2012-03-10,29,20,155
2012-03-11,29,20,156
2012-03-12,31,21,155
2012-03-13,32,21,155
2012-03-14,32,21,155
2012-03-15,32,21,155
2012-03-16,32,21,155
2012-03-17,32,21,155
2012-03-18,32,21,155
2012-03-19,31,22,155
2012-03-20,30,22,156
2012-03-21,31,22,156
2012-03-22,31,22,156
2012-03-23,33,22,156
2012-03-24,33,22,156
2012-03-25,33,22,156
2012-03-26,33,22,156
2012-03-27,33,22,156
2012-03-28,34,23,156
2012-03-29,36,23,156
2012-03-30,36,23,156
2012-03-31,35,23,157
2012-04-01,35,23,157
2012-04-02,36,23,157
2012-04-03,36,22,158
2012-04-04,34,21,161
2012-04-05,34,21,161
2012-04-06,34,23,160
2012-04-07,35,23,160
2012-04-08,35,23,160
2012-04-09,36,23,160
2012-04-10,35,24,161
2012-04-11,35,23,162
2012-04-12,35,23,162
2012-04-13,35,22,163
2012-04-14,35,22,163
2012-04-15,34,22,164
2012-04-16,33,22,165
2012-04-17,33,22,165
2012-04-18,32,22,166
2012-04-19,32,22,166
2012-04-20,33,21,167
2012-04-21,31,21,169
2012-04-22,32,21,169
2012-04-23,32,20,170
2012-04-24,31,21,171
2012-04-25,31,21,171
2012-04-26,32,21,171
2012-04-27,32,21,171
2012-04-28,32,21,171
2012-04-29,31,21,172
2012-04-30,31,21,172
2012-05-01,31,21,172
2012-05-02,30,21,173
2012-05-03,30,22,173
2012-05-04,30,22,173
2012-05-05,30,22,173
2012-05-06,30,21,174
2012-05-07,28,21,176
2012-05-08,28,21,176
2012-05-09,29,21,176
2012-05-10,29,21,176
2012-05-11,29,21,176
2012-05-12,29,21,176
2012-05-13,30,21,176
2012-05-14,30,21,176
2012-05-15,30,21,176
2012-05-16,29,23,175
2012-05-17,29,23,175
2012-05-18,29,23,175
2012-05-19,27,23,177
2012-05-20,27,22,178
2012-05-21,28,21,179
2012-05-22,27,22,179
2012-05-23,27,22,179
2012-05-24,28,21,180
2012-05-25,28,21,180
2012-05-26,28,21,180
2012-05-27,27,20,182
2012-05-28,27,20,183
2012-05-29,27,19,184
2012-05-30,27,18,186
2012-05-31,26,17,188
2012-06-01,25,16,190
2012-06-02,24,16,191
2012-06-03,24,16,191
2012-06-04,24,16,191
2012-06-05,24,17,190
2012-06-06,23,17,191
2012-06-07,23,17,191
2012-06-08,21,18,192
2012-06-09,21,18,192
2012-06-10,20,18,193
2012-06-11,19,19,193
2012-06-12,20,19,193
2012-06-13,20,19,193
2012-06-14,20,19,193
2012-06-15,20,19,193
2012-06-16,20,19,193
2012-06-17,20,19,193
2012-06-18,20,18,194
2012-06-19,19,18,195
2012-06-20,19,18,195
2012-06-21,20,18,196
2012-06-22,21,18,196
2012-06-23,21,18,196
2012-06-24,21,18,196
2012-06-25,21,18,196
2012-06-26,19,17,199
2012-06-27,18,17,201
2012-06-28,18,17,201
2012-06-29,18,17,201
2012-06-30,19,17,201
2012-07-01,18,16,203
2012-07-02,19,16,203
2012-07-03,19,16,203
2012-07-04,20,17,202
2012-07-05,19,16,204
2012-07-06,20,16,205
2012-07-07,20,16,205
2012-07-08,20,16,205
2012-07-09,21,16,205
2012-07-10,21,16,205
2012-07-11,21,16,205
2012-07-12,21,16,205
2012-07-13,21,17,205
2012-07-14,21,17,205
2012-07-15,21,17,205
2012-07-16,21,17,205
2012-07-17,21,18,204
2012-07-18,21,18,204
2012-07-19,21,18,204
2012-07-20,21,17,205
2012-07-21,22,17,206
2012-07-22,22,17,206
2012-07-23,21,16,208
2012-07-24,22,16,208
2012-07-25,21,16,209
2012-07-26,21,16,209
2012-07-27,22,16,209
2012-07-28,22,15,210
2012-07-29,22,15,210
2012-07-30,22,15,210
2012-07-31,24,15,210
2012-08-01,23,14,212
2012-08-02,23,14,212
2012-08-03,24,14,212
2012-08-04,24,14,212
2012-08-05,24,14,212
2012-08-06,24,14,212
2012-08-07,24,14,213
2012-08-08,24,14,213
2012-08-09,24,14,213
2012-08-10,24,14,213
2012-08-11,23,14,214
2012-08-12,23,14,214
2012-08-13,23,14,214
2012-08-14,25,12,216
2012-08-15,25,11,217
2012-08-16,25,11,217
2012-08-17,25,12,216
2012-08-18,25,12,216
2012-08-19,24,12,217
2012-08-20,25,11,218
2012-08-21,25,11,218
2012-08-22,24,11,219
2012-08-23,24,11,219
2012-08-24,24,11,219
2012-08-25,24,11,219
2012-08-26,23,11,220
2012-08-27,23,11,220
2012-08-28,22,11,221
2012-08-29,23,11,221
2012-08-30,23,11,221
2012-08-31,23,11,221
2012-09-01,24,11,221
2012-09-02,24,10,222
2012-09-03,24,9,223
2012-09-04,24,9,223
2012-09-05,25,9,223
2012-09-06,25,10,222
2012-09-07,25,12,220
2012-09-08,25,12,220
2012-09-09,25,11,221
2012-09-10,24,12,221
2012-09-11,24,12,221
2012-09-12,24,12,221
2012-09-13,26,12,221
2012-09-14,26,12,221
2012-09-15,26,12,221
2012-09-16,26,12,221
2012-09-17,26,12,221
2012-09-18,26,12,221
2012-09-19,24,12,223
2012-09-20,23,11,225
2012-09-21,23,11,225
2012-09-22,24,11,225
2012-09-23,24,11,225
2012-09-24,24,11,225
2012-09-25,23,12,226
2012-09-26,24,12,226
2012-09-27,24,12,226
2012-09-28,24,12,227
2012-09-29,24,12,227
2012-09-30,23,12,228
2012-10-01,23,12,228
2012-10-02,22,11,230
2012-10-03,22,10,231
2012-10-04,20,12,232
2012-10-05,20,12,232
2012-10-06,20,12,232
2012-10-07,19,13,232
2012-10-08,19,13,232
2012-10-09,19,13,232
2012-10-10,18,14,232
2012-10-11,18,13,233
2012-10-12,18,13,233
2012-10-13,18,13,233
2012-10-14,18,13,233
2012-10-15,18,12,234
2012-10-16,19,12,234
2012-10-17,19,12,234
2012-10-18,19,11,235
2012-10-19,18,11,237
2012-10-20,18,11,237
2012-10-21,18,11,237
2012-10-22,17,11,238
2012-10-23,17,11,238
2012-10-24,18,11,238
2012-10-25,18,11,239
2012-10-26,18,11,239
2012-10-27,18,11,239
2012-10-28,18,11,239
2012-10-29,17,11,241
2012-10-30,17,12,240
2012-10-31,18,13,239
2012-11-01,18,13,240
2012-11-02,18,14,239
2012-11-03,18,13,240
2012-11-04,18,13,240
2012-11-05,17,13,241
2012-11-06,17,13,241
2012-11-07,18,13,241
2012-11-08,19,14,240
2012-11-09,19,14,240
2012-11-10,20,14,240
2012-11-11,20,15,239
2012-11-12,18,15,241
2012-11-13,19,15,241
2012-11-14,20,15,241
2012-11-15,20,14,242
2012-11-16,21,14,242
2012-11-17,21,15,242
2012-11-18,20,15,243
2012-11-19,20,15,243
2012-11-20,21,15,243
2012-11-21,21,15,243
2012-11-22,21,15,243
2012-11-23,21,15,243
2012-11-24,22,15,243
2012-11-25,23,15,243
2012-11-26,23,15,243
2012-11-27,24,15,244
2012-11-28,24,15,244
2012-11-29,24,15,244
2012-11-30,23,15,245
2012-12-01,23,15,245
2012-12-02,23,15,245
2012-12-03,24,15,245
2012-12-04,24,15,245
2012-12-05,25,15,246
2012-12-06,25,13,248
2012-12-07,26,13,248
2012-12-08,26,13,248
2012-12-09,26,12,249
2012-12-10,26,13,249
2012-12-11,27,13,249
2012-12-12,25,13,251
2012-12-13,25,13,251
2012-12-14,25,13,251
2012-12-15,25,13,251
2012-12-16,25,13,251
2012-12-17,25,13,251
2012-12-18,25,13,251
2012-12-19,25,13,251
2012-12-20,25,13,251
2012-12-21,25,13,252
2012-12-22,25,13,252
2012-12-23,25,13,252
2012-12-24,25,12,253
2012-12-25,25,12,253
2012-12-26,25,12,253
2012-12-27,24,12,254
2012-12-28,24,12,254
2012-12-29,24,12,254
2012-12-30,23,13,254
2012-12-31,24,13,254
2013-01-01,24,13,254
2013-01-02,23,11,257
2013-01-03,24,12,256
2013-01-04,24,12,256
2013-01-05,24,11,257
2013-01-06,25,11,257
2013-01-07,25,11,257
2013-01-08,25,11,257
2013-01-09,25,11,257
2013-01-10,25,10,258
2013-01-11,25,10,258
2013-01-12,25,10,258
2013-01-13,25,10,258
2013-01-14,24,11,258
2013-01-15,24,11,258
2013-01-16,24,11,258
2013-01-17,23,12,258
2013-01-18,23,12,258
2013-01-19,23,12,258
2013-01-20,23,12,258
2013-01-21,23,12,258
2013-01-22,22,12,259
2013-01-23,21,12,260
2013-01-24,22,12,260
2013-01-25,22,12,260
2013-01-26,22,12,260
2013-01-27,21,12,261
2013-01-28,22,12,261
2013-01-29,21,11,263
2013-01-30,20,11,264
2013-01-31,20,10,265
2013-02-01,21,10,265
2013-02-02,22,10,265
2013-02-03,23,10,265
2013-02-04,23,10,265
2013-02-05,22,10,266
2013-02-06,21,9,268
2013-02-07,22,9,268
2013-02-08,22,9,269
2013-02-09,24,9,269
2013-02-10,24,9,269
2013-02-11,23,9,270
2013-02-12,22,10,270
2013-02-13,22,10,270
2013-02-14,22,11,269
2013-02-15,22,10,271
2013-02-16,22,10,271
2013-02-17,22,10,271
2013-02-18,22,11,270
2013-02-19,22,12,270
2013-02-20,22,12,270
2013-02-21,23,13,269
2013-02-22,22,13,270
2013-02-23,23,13,271
2013-02-24,22,17,268
2013-02-25,20,17,270
2013-02-26,20,17,270
2013-02-27,21,18,269
2013-02-28,20,19,269
2013-03-01,20,19,269
2013-03-02,22,19,269
2013-03-03,21,19,270
2013-03-04,21,20,269
2013-03-05,20,19,271
2013-03-06,20,20,271
2013-03-07,20,19,273
2013-03-08,21,19,273
2013-03-09,21,19,273
2013-03-10,21,18,274
2013-03-11,21,18,275
2013-03-12,22,18,275
2013-03-13,22,20,273
2013-03-14,23,20,273
2013-03-15,23,21,273
2013-03-16,24,21,273
2013-03-17,24,21,273
2013-03-18,22,23,273
2013-03-19,23,23,273
2013-03-20,23,23,273
2013-03-21,24,23,274
2013-03-22,24,23,274
2013-03-23,24,23,274
2013-03-24,24,23,274
2013-03-25,24,23,274
2013-03-26,24,23,274
2013-03-27,24,24,274
2013-03-28,24,24,274
2013-03-29,24,24,274
2013-03-30,24,23,275
2013-03-31,23,23,276
2013-04-01,23,23,276
2013-04-02,24,23,276
2013-04-03,23,22,278
2013-04-04,24,23,277
2013-04-05,25,23,277
2013-04-06,24,23,278
2013-04-07,26,24,277
2013-04-08,28,24,277
2013-04-09,28,24,277
2013-04-10,29,24,277
2013-04-11,30,24,277
2013-04-12,30,24,277
2013-04-13,30,24,277
2013-04-14,30,24,277
2013-04-15,30,24,277
2013-04-16,30,25,276
2013-04-17,31,24,277
2013-04-18,31,24,277
2013-04-19,31,24,277
2013-04-20,31,24,277
2013-04-21,31,24,277
2013-04-22,31,24,277
2013-04-23,32,24,277
2013-04-24,31,24,278
2013-04-25,31,24,278
2013-04-26,31,24,278
2013-04-27,31,24,278
2013-04-28,30,23,280
2013-04-29,31,23,280
2013-04-30,31,23,280
2013-05-01,31,23,280
2013-05-02,30,23,281
2013-05-03,30,23,281
2013-05-04,29,23,282
2013-05-05,29,23,282
2013-05-06,30,23,282
2013-05-07,30,23,282
2013-05-08,28,24,283
2013-05-09,29,24,283
2013-05-10,27,24,285
2013-05-11,27,24,285
2013-05-12,27,24,285
2013-05-13,27,24,285
2013-05-14,27,25,285
2013-05-15,28,24,286
2013-05-16,28,25,285
2013-05-17,28,25,285
2013-05-18,28,25,285
2013-05-19,28,25,286
2013-05-20,29,25,286
2013-05-21,29,24,287
2013-05-22,29,23,289
2013-05-23,29,23,289
2013-05-24,27,24,290
2013-05-25,27,22,292
2013-05-26,29,22,292
2013-05-27,29,22,292
2013-05-28,28,22,293
2013-05-29,28,22,293
2013-05-30,30,22,293
2013-05-31,28,23,294
2013-06-01,28,23,294
2013-06-02,28,21,296
2013-06-03,28,21,296
2013-06-04,28,19,299
2013-06-05,29,19,299
2013-06-06,28,19,300
2013-06-07,29,19,300
2013-06-08,29,19,300
2013-06-09,28,20,301
2013-06-10,27,21,301
2013-06-11,27,19,303
2013-06-12,25,20,304
2013-06-13,24,21,305
2013-06-14,24,21,305
2013-06-15,24,21,305
2013-06-16,24,20,306
2013-06-17,23,20,307
2013-06-18,25,20,307
2013-06-19,24,20,309
2013-06-20,25,20,309
2013-06-21,25,20,309
2013-06-22,25,20,309
2013-06-23,25,20,309
2013-06-24,25,21,308
2013-06-25,24,20,310
2013-06-26,25,20,310
2013-06-27,25,20,310
2013-06-28,25,20,310
2013-06-29,25,20,310
2013-06-30,25,20,310
2013-07-01,24,20,311
2013-07-02,25,20,311
2013-07-03,27,20,312
2013-07-04,28,20,313
2013-07-05,28,20,313
2013-07-06,26,20,315
2013-07-07,25,19,317
2013-07-08,26,19,317
2013-07-09,25,19,318
2013-07-10,24,20,318
2013-07-11,24,20,318
2013-07-12,24,20,318
2013-07-13,24,20,318
2013-07-14,25,19,319
2013-07-15,26,19,319
2013-07-16,25,19,320
2013-07-17,25,19,320
2013-07-18,25,19,320
2013-07-19,25,19,320
2013-07-20,25,19,320
2013-07-21,25,19,320
2013-07-22,24,20,321
2013-07-23,24,20,321
2013-07-24,24,20,321
2013-07-25,24,20,321
2013-07-26,25,18,323
2013-07-27,25,18,323
2013-07-28,24,18,324
2013-07-29,25,18,324
2013-07-30,26,18,324
2013-07-31,26,17,325
2013-08-01,27,17,325
2013-08-02,28,17,325
2013-08-03,28,17,325
2013-08-04,28,17,325
2013-08-05,28,17,325
2013-08-06,28,17,325
2013-08-07,28,17,325
2013-08-08,28,17,325
2013-08-09,28,17,325
2013-08-10,29,17,325
2013-08-11,29,17,325
2013-08-12,29,17,325
2013-08-13,29,18,325
2013-08-14,29,18,325
2013-08-15,29,18,325
